base,params,exp,teacher,n_examples,repeat,max_tokens,step,benchmark,mean,std,n_seeds,wandb_run,created,state
marin-8b-base,8030000000.0,exp3956o,glm5,512,1,32768,159,MATH500,0.3013,0.016,3,yj3vuaye,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,1,32768,159,MATH500,0.3013,0.016,3,2ybfsugw,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AIME24,0.0033,0.0105,10,hzz4vhnt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AIME24,0.0033,0.0105,10,ld6qbopz,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AIME25,0.0,0.0,10,jlvc1ns7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AIME25,0.0,0.0,10,baz693ri,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AMC23,0.09,0.0412,10,unjgoczc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,AMC23,0.09,0.0412,10,lrdigfdd,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,HMMT,0.0,0.0,10,s33ii7yi,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,HMMT,0.0,0.0,10,no18i7cj,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,MATH500,0.3073,0.011,3,ib6ir84o,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,2,32768,159,MATH500,0.3073,0.011,3,xfjo8ld7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AIME24,0.0,0.0,10,wgimhkjl,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AIME24,0.0,0.0,10,gfohv37s,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AIME25,0.0,0.0,10,hymq3wjt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AIME25,0.0,0.0,10,7sew0mp9,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AMC23,0.1025,0.0478,10,vieysxo1,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,AMC23,0.1025,0.0478,10,cv2xezne,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,HMMT,0.0,0.0,10,s8aauica,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,HMMT,0.0,0.0,10,f600xx4g,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,MATH500,0.2793,0.0103,3,p8b6ndmi,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,512,3,32768,159,MATH500,0.2793,0.0103,3,h34upvg2,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AIME24,0.01,0.0161,10,xeybxdvn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AIME24,0.01,0.0161,10,s9kavacv,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AIME25,0.0,0.0,10,cpb2nya3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AIME25,0.0,0.0,10,9abuyz0h,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AMC23,0.1275,0.0343,10,6xjeimup,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,AMC23,0.1275,0.0343,10,i0ayr6ym,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,HMMT,0.0033,0.0105,10,115uamxh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,HMMT,0.0033,0.0105,10,rn0gkero,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,MATH500,0.324,0.0183,3,m66ugd10,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,1,32768,159,MATH500,0.324,0.0183,3,wql8pdec,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AIME24,0.0,0.0,10,7iicval1,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AIME24,0.0,0.0,10,hn3d82fs,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AIME25,0.0033,0.0105,10,mx0kwg6l,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AIME25,0.0033,0.0105,10,byrsilbi,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AMC23,0.14,0.0357,10,fs8u3l86,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,AMC23,0.14,0.0357,10,7ug5fca2,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,HMMT,0.0033,0.0105,10,tmyfumnr,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,HMMT,0.0033,0.0105,10,w4obt9qw,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,MATH500,0.3533,0.0214,3,k5pp5ddh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,2,32768,159,MATH500,0.3533,0.0214,3,j9scvguk,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AIME24,0.0033,0.0105,10,f2rl1yeu,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AIME24,0.0033,0.0105,10,3y9cwekf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AIME25,0.0,0.0,10,dw5n3m1z,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AIME25,0.0,0.0,10,hdscfoh1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AMC23,0.1225,0.0416,10,l6v2dii3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,AMC23,0.1225,0.0416,10,zqhzkukn,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,HMMT,0.0033,0.0105,10,acf9pe0u,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,HMMT,0.0033,0.0105,10,zjw2l162,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,MATH500,0.3107,0.0142,3,ta4nfseg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956o,glm5,1024,3,32768,159,MATH500,0.3107,0.0142,3,uml1s69y,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AIME24,0.0067,0.0141,10,8u9dz452,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AIME24,0.0067,0.0141,10,6w2bmku5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AIME25,0.0033,0.0105,10,wxqi8ogt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AIME25,0.0033,0.0105,10,khreyzcf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AMC23,0.0875,0.0243,10,ale5k2in,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,AMC23,0.0875,0.0243,10,94sdrpf3,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,HMMT,0.0,0.0,10,kf0705rc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,HMMT,0.0,0.0,10,9ip4k825,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,MATH500,0.224,0.0236,3,ncd3h7d7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,1,32768,79,MATH500,0.224,0.0236,3,eylm5nm3,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AIME24,0.0,0.0,10,7muqodrn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AIME24,0.0,0.0,10,mxwlrrj6,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AIME25,0.0,0.0,10,qj80ykv6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AIME25,0.0,0.0,10,e6d51uqq,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AMC23,0.11,0.058,10,d4waj903,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,AMC23,0.11,0.058,10,o00g6t7w,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,HMMT,0.0,0.0,10,wirbgdke,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,HMMT,0.0,0.0,10,4taooy0h,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,MATH500,0.2587,0.013,3,tuoz50gd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,2,32768,79,MATH500,0.2587,0.013,3,103zyyqr,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AIME24,0.0033,0.0105,10,qpvir4qe,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AIME24,0.0033,0.0105,10,xfvuxfgs,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AIME25,0.0,0.0,10,79hf811q,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AIME25,0.0,0.0,10,1g3xgqlp,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AMC23,0.0725,0.0381,10,f8dz5elh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,AMC23,0.0725,0.0381,10,50yja2f7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,HMMT,0.0,0.0,10,32dcxepl,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,HMMT,0.0,0.0,10,1k6vb0yd,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,MATH500,0.2447,0.0121,3,xdyxvvt2,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,256,3,32768,79,MATH500,0.2447,0.0121,3,p9wzszdl,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AIME24,0.0067,0.0141,10,whif5tye,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AIME24,0.0067,0.0141,10,9argznlg,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AIME25,0.0033,0.0105,10,ojyj5b8n,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AIME25,0.0033,0.0105,10,emkjkd0u,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AMC23,0.135,0.0428,10,9cfzfhbt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,AMC23,0.135,0.0428,10,jzx6xq05,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,HMMT,0.0033,0.0105,10,g2lwlrd5,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,HMMT,0.0033,0.0105,10,iew1n9yb,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,MATH500,0.308,0.0122,3,gt57v2kg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,1,32768,159,MATH500,0.308,0.0122,3,5y9glmo7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AIME24,0.0,0.0,10,uakuwwbr,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AIME24,0.0,0.0,10,qjj8ko62,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AIME25,0.0,0.0,10,88x1j5dr,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AIME25,0.0,0.0,10,7ypegpu7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AMC23,0.145,0.0258,10,c87emhgh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,AMC23,0.145,0.0258,10,v7fxhj2b,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,HMMT,0.0,0.0,10,vnzzbjjg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,HMMT,0.0,0.0,10,8bydtvk0,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,MATH500,0.3333,0.0081,3,4b059tfu,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,2,32768,159,MATH500,0.3333,0.0081,3,6412hnoi,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AIME24,0.0033,0.0105,10,a8oe6595,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AIME24,0.0033,0.0105,10,rfoo8f67,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AIME25,0.0,0.0,10,eg6c9dri,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AIME25,0.0,0.0,10,tpx3m9f5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AMC23,0.1525,0.052,10,6n509kmt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,AMC23,0.1525,0.052,10,f0xn4igy,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,HMMT,0.0,0.0,10,zfg35wc6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,HMMT,0.0,0.0,10,4myir3sd,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,MATH500,0.3167,0.032,3,37inzclb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,512,3,32768,159,MATH500,0.3167,0.032,3,wrborsxh,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AIME24,0.0033,0.0105,10,lqh176ra,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AIME24,0.0033,0.0105,10,s3v2bue0,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AIME25,0.0,0.0,10,bysw18l1,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AIME25,0.0,0.0,10,8fu7gnr6,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AMC23,0.175,0.0354,10,2xulyoby,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,AMC23,0.175,0.0354,10,0jjqo930,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,HMMT,0.0033,0.0105,10,esutyrh9,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,HMMT,0.0033,0.0105,10,x5ebv6fg,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,MATH500,0.298,0.002,3,na34w2rw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,1,32768,159,MATH500,0.298,0.002,3,24vjsej7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AIME24,0.0133,0.0172,10,95i6fe7h,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AIME24,0.0133,0.0172,10,runtmw3e,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AIME25,0.0,0.0,10,72t7rurz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AIME25,0.0,0.0,10,hprf1y80,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AMC23,0.1325,0.0392,10,01blx73d,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,AMC23,0.1325,0.0392,10,774dt0rc,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,HMMT,0.0,0.0,10,hk1s7n7n,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,HMMT,0.0,0.0,10,fi9tpbej,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,MATH500,0.2627,0.011,3,4i4vybn7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,2,32768,159,MATH500,0.2627,0.011,3,xxhkkijt,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AIME24,0.0067,0.0211,10,ncuqd5u6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AIME24,0.0067,0.0211,10,dntceksa,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AIME25,0.0,0.0,10,7c419e1t,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AIME25,0.0,0.0,10,npn3fx8s,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AMC23,0.1125,0.0592,10,wljaievc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,AMC23,0.1125,0.0592,10,tkng1ioe,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,HMMT,0.0,0.0,10,qhi5hnqw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,HMMT,0.0,0.0,10,bbvm8u4r,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,MATH500,0.276,0.0173,3,kn8q12kp,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956l,gpt-oss-120b-high,1024,3,32768,159,MATH500,0.276,0.0173,3,nh67onmo,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AIME24,0.0,0.0,10,dvk2czvt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AIME24,0.0,0.0,10,lhzr3q7k,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AIME25,0.0,0.0,10,3z4ufoxb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AIME25,0.0,0.0,10,uzg4i8jk,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AMC23,0.07,0.023,10,4t4p591l,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,AMC23,0.07,0.023,10,74mf5sar,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,HMMT,0.0,0.0,10,qtflrl20,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,HMMT,0.0,0.0,10,u1clcskl,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,MATH500,0.194,0.0216,3,93y1ier1,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,1,32768,79,MATH500,0.194,0.0216,3,rhldmo6y,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AIME24,0.0067,0.0141,10,hlbuff4g,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AIME24,0.0067,0.0141,10,y0c8fjg4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AIME25,0.0,0.0,10,l9yks7y7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AIME25,0.0,0.0,10,w7zp1qns,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AMC23,0.125,0.0289,10,iwpfbhv6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,AMC23,0.125,0.0289,10,ueiliv69,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,HMMT,0.0,0.0,10,x0htvj8r,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,HMMT,0.0,0.0,10,zmstd0cm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,MATH500,0.2993,0.0099,3,0dcj14vm,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,2,32768,79,MATH500,0.2993,0.0099,3,j5xp0hrx,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AIME24,0.01,0.0161,10,jo48fie2,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AIME24,0.01,0.0161,10,s1x3jtdb,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AIME25,0.0067,0.0141,10,bzrg1ghb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AIME25,0.0067,0.0141,10,noulnjvp,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AMC23,0.0875,0.0377,10,fuhox6uw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,AMC23,0.0875,0.0377,10,kji5xb38,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,HMMT,0.0,0.0,10,wzxf5m3f,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,HMMT,0.0,0.0,10,kxpvk5v1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,MATH500,0.2493,0.0155,3,2kll10m8,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,256,3,32768,79,MATH500,0.2493,0.0155,3,zkmb972l,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AIME24,0.0067,0.0141,10,3othyvee,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AIME24,0.0067,0.0141,10,ic7tufnx,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AIME25,0.0,0.0,10,5nfwf4u5,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AIME25,0.0,0.0,10,nx35eawf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AMC23,0.1075,0.0313,10,gxeh5ivd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,AMC23,0.1075,0.0313,10,eb8rlt7h,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,HMMT,0.0067,0.0141,10,4a22ptwn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,HMMT,0.0067,0.0141,10,o0m9jjn4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,MATH500,0.3113,0.0242,3,hnnvco4e,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,1,32768,159,MATH500,0.3113,0.0242,3,e7sso62r,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AIME24,0.0133,0.0172,10,x4s5faoz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AIME24,0.0133,0.0172,10,m0dcss01,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AIME25,0.0033,0.0105,10,yj6106kd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AIME25,0.0033,0.0105,10,g2nwmbhx,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AMC23,0.1125,0.0503,10,saktz6bs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,AMC23,0.1125,0.0503,10,3ywda57q,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,HMMT,0.0,0.0,10,ppu037wv,2026-04-22,finished
