base,params,exp,teacher,n_examples,repeat,max_tokens,step,benchmark,mean,std,n_seeds,wandb_run,created,state
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,HMMT,0.0,0.0,10,jmnapv79,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,MATH500,0.304,0.006,3,aqwdiuct,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,2,32768,159,MATH500,0.304,0.006,3,tsbdgq6r,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AIME24,0.01,0.0161,10,e18qrvcj,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AIME24,0.01,0.0161,10,m2ob52s5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AIME25,0.0033,0.0105,10,c6qb3mkj,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AIME25,0.0033,0.0105,10,9c6krlkf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AMC23,0.13,0.0329,10,qhcq34s4,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,AMC23,0.13,0.0329,10,pzgaag01,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,HMMT,0.0,0.0,10,j8cc04ak,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,HMMT,0.0,0.0,10,q4rz3urm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,MATH500,0.2873,0.0175,3,n49d0dkc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,512,3,32768,159,MATH500,0.2873,0.0175,3,u80zrid7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AIME24,0.0,0.0,10,hptfqkj2,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AIME24,0.0,0.0,10,7v0l6vxi,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AIME25,0.0,0.0,10,phvln6xp,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AIME25,0.0,0.0,10,vymv6in9,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AMC23,0.045,0.0258,10,16nzo8vf,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,AMC23,0.045,0.0258,10,c8s4ry4k,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,HMMT,0.0,0.0,10,yb4h0e0i,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,HMMT,0.0,0.0,10,vc5qqg2u,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,MATH500,0.1573,0.0114,3,bu43ovyf,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,1,32768,159,MATH500,0.1573,0.0114,3,s7ola3jm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AIME24,0.0033,0.0105,10,0wsg5xhz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AIME24,0.0033,0.0105,10,ng07auxf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AIME25,0.0033,0.0105,10,hb8qd922,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AIME25,0.0033,0.0105,10,mek3njqg,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AMC23,0.0625,0.0295,10,we31srfq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,AMC23,0.0625,0.0295,10,yypz2f40,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,HMMT,0.0,0.0,10,79eipi30,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,HMMT,0.0,0.0,10,e50h0kss,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,MATH500,0.232,0.0106,3,0mpen43i,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,2,32768,159,MATH500,0.232,0.0106,3,tx3redhx,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AIME24,0.0033,0.0105,10,6gy4xlkj,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AIME24,0.0033,0.0105,10,wh4yw902,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AIME25,0.0,0.0,10,rcds6jgs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AIME25,0.0,0.0,10,ym1r8vei,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AMC23,0.0875,0.0395,10,rla67a2n,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,AMC23,0.0875,0.0395,10,uebsagjb,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,HMMT,0.0,0.0,10,mi9293mw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,HMMT,0.0,0.0,10,nm0jhex3,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,MATH500,0.202,0.0111,3,7b1zwex5,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,1024,3,32768,159,MATH500,0.202,0.0111,3,8w7uy3p9,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AIME24,0.01,0.0161,10,oj17hl3c,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AIME24,0.01,0.0161,10,dszrmiej,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AIME25,0.0,0.0,10,a8ifut0w,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AIME25,0.0,0.0,10,i09awclf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AMC23,0.1675,0.0501,10,jn03g3gk,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,AMC23,0.1675,0.0501,10,n4ofa9tk,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,HMMT,0.0,0.0,10,wm96a46e,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,HMMT,0.0,0.0,10,hxk8etpn,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,MATH500,0.3753,0.005,3,f66276j2,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,1,32768,314,MATH500,0.3753,0.005,3,ttev8tsu,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AIME24,0.0067,0.0141,10,0bclr7ne,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AIME24,0.0067,0.0141,10,3vx7c2kw,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AIME25,0.0133,0.0172,10,nz8n9zkb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AIME25,0.0133,0.0172,10,vf9j14r8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AMC23,0.1825,0.0708,10,rvurj71y,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,AMC23,0.1825,0.0708,10,qfxyjono,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,HMMT,0.0033,0.0105,10,jldnyz7j,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,HMMT,0.0033,0.0105,10,4ikbe1c9,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,MATH500,0.432,0.0106,3,decrh3pq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,2,32768,314,MATH500,0.432,0.0106,3,7xh3dwgv,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AIME24,0.0133,0.0233,10,833yokei,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AIME24,0.0133,0.0233,10,sx49lvq8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AIME25,0.0,0.0,10,i79ik9z3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AIME25,0.0,0.0,10,g7u75yfk,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AMC23,0.1625,0.0412,10,b1lurhpf,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,AMC23,0.1625,0.0412,10,fuv5605m,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,HMMT,0.0,0.0,10,oz70jyze,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,HMMT,0.0,0.0,10,eb410mva,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,MATH500,0.4387,0.007,3,q72wr7zg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,2000,3,32768,314,MATH500,0.4387,0.007,3,knoe5rs7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AIME24,0.0,0.0,10,qo1t1t9l,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AIME24,0.0,0.0,10,mcazntfa,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AIME25,0.0,0.0,10,pp3srl24,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AIME25,0.0,0.0,10,hyb53drt,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AMC23,0.06,0.0357,10,3yfl2ovg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,AMC23,0.06,0.0357,10,htx83yta,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,HMMT,0.0,0.0,10,xaki6gcx,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,HMMT,0.0,0.0,10,jib5new8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,MATH500,0.2253,0.0101,3,sgbf684o,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,1,32768,199,MATH500,0.2253,0.0101,3,cpf93zbg,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AIME24,0.0333,0.0314,10,f924n9f3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AIME24,0.0333,0.0314,10,vhchcv1m,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AIME25,0.03,0.0331,10,k72az5sz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AIME25,0.03,0.0331,10,ga689u10,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AMC23,0.19,0.0428,10,5jey5xmq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,AMC23,0.19,0.0428,10,mgb4r5iz,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,HMMT,0.0067,0.0141,10,muhj9mwy,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,HMMT,0.0067,0.0141,10,voi37onb,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,MATH500,0.362,0.0104,3,3l0vge99,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,2,32768,199,MATH500,0.362,0.0104,3,v2ufe0y2,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AIME24,0.0167,0.0176,10,zw3id1ph,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AIME24,0.0167,0.0176,10,ktejjfvv,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AIME25,0.01,0.0161,10,cdwqxy0x,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AIME25,0.01,0.0161,10,n3pb4lqf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AMC23,0.2575,0.0442,10,4c71j2rb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,AMC23,0.2575,0.0442,10,g42yia5i,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,HMMT,0.0133,0.0172,10,30bbrl51,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,HMMT,0.0133,0.0172,10,hc339skf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,MATH500,0.422,0.0211,3,1hnzq5xn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,5000,3,32768,199,MATH500,0.422,0.0211,3,nhh79cso,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AIME24,0.0033,0.0105,10,qpnrqut5,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AIME24,0.0033,0.0105,10,6g536h02,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AIME25,0.0267,0.0306,10,uk59wr39,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AIME25,0.0267,0.0306,10,34z17lxz,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AMC23,0.2,0.0514,10,xvstn24u,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,AMC23,0.2,0.0514,10,lk7l5243,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,HMMT,0.0,0.0,10,wvpcojh7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,HMMT,0.0,0.0,10,8mkl0g63,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,MATH500,0.4543,0.0015,3,qe2gw1zq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,1,32768,394,MATH500,0.4543,0.0015,3,m874o4bi,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AIME24,0.04,0.0306,10,vdzzm931,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AIME24,0.04,0.0306,10,6107xejm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AIME25,0.0733,0.0344,10,1i2dmi8a,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AIME25,0.0733,0.0344,10,j5wrvnqb,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AMC23,0.275,0.0408,10,27e6ctpp,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,AMC23,0.275,0.0408,10,zjxl6ftf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,HMMT,0.03,0.0508,10,1evlbyka,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,HMMT,0.03,0.0508,10,doraza33,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,MATH500,0.574,0.0278,3,r9nenvbl,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,10000,2,32768,394,MATH500,0.574,0.0278,3,06xjj1u5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AIME24,0.14,0.0466,10,ffyqrqh3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AIME24,0.14,0.0466,10,7t20pzly,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AIME25,0.16,0.0516,10,3fbdrycs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AIME25,0.16,0.0516,10,bui7eohl,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AMC23,0.495,0.0511,10,ios9sj53,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,AMC23,0.495,0.0511,10,tpwc471e,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,HMMT,0.09,0.0316,10,dvnk3onh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,HMMT,0.09,0.0316,10,fwx3wz4l,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,MATH500,0.7293,0.005,3,ji652129,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,1,32768,1954,MATH500,0.7293,0.005,3,amvvkcyh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,2,32768,1954,AIME24,0.3033,0.0711,10,inzs3dya,2026-04-25,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,2,32768,1954,AIME25,0.2567,0.0545,10,sv57t762,2026-04-25,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,2,32768,1954,AMC23,0.645,0.0329,10,w43o1ha1,2026-04-25,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,2,32768,1954,HMMT,0.1567,0.0161,10,ja8acnp9,2026-04-25,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,2,32768,1954,MATH500,0.8,0.0174,3,tox9g1zg,2026-04-25,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,3,32768,1954,AIME24,0.3367,0.0331,10,2ljh4xsc,2026-04-27,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,3,32768,1954,AIME25,0.2433,0.0498,10,je7b83hs,2026-04-27,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,3,32768,1954,AMC23,0.66,0.0412,10,kwbfgf43,2026-04-27,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,3,32768,1954,HMMT,0.17,0.0399,10,o78qgy4z,2026-04-27,finished
marin-8b-base,8030000000.0,exp3956k,kimi-k2pt5,50000,3,32768,1954,MATH500,0.806,0.016,3,6cn04kh9,2026-04-27,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AIME24,0.0,0.0,10,mujhk3vr,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AIME24,0.0,0.0,10,68mjkc0y,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AIME25,0.0,0.0,10,e73dl5wc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AIME25,0.0,0.0,10,lrmrbki1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AMC23,0.015,0.0211,10,slujhgxb,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,AMC23,0.015,0.0211,10,hvvl16p1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,HMMT,0.0,0.0,10,5xnjjiwz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,HMMT,0.0,0.0,10,11119enf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,MATH500,0.064,0.0087,3,jn8xuem6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,1,32768,79,MATH500,0.064,0.0087,3,fnhbx8r4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AIME24,0.0,0.0,10,qq36go9k,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AIME24,0.0,0.0,10,jm5z7fqm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AIME25,0.0,0.0,10,i0we3zsl,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AIME25,0.0,0.0,10,bzl69ni5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AMC23,0.06,0.0269,10,qnx3mecs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,AMC23,0.06,0.0269,10,aeansup2,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,HMMT,0.0,0.0,10,1fmyneh8,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,HMMT,0.0,0.0,10,mww5937d,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,MATH500,0.214,0.022,3,arl2f4l6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,2,32768,79,MATH500,0.214,0.022,3,wrfo3w15,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AIME24,0.0,0.0,10,yxqi7iya,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AIME24,0.0,0.0,10,mvlw0azo,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AIME25,0.0,0.0,10,fmuraeff,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AIME25,0.0,0.0,10,g7wpe3wi,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AMC23,0.08,0.0258,10,txqlxgv7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,AMC23,0.08,0.0258,10,5wstaamy,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,HMMT,0.0,0.0,10,1lfh7nyt,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,HMMT,0.0,0.0,10,4sqztvc4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,MATH500,0.206,0.0171,3,mez8mw44,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,256,3,32768,79,MATH500,0.206,0.0171,3,hc52musn,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AIME24,0.0033,0.0105,10,bmx88nyg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AIME24,0.0033,0.0105,10,9sjbcywa,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AIME25,0.0,0.0,10,afqejsva,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AIME25,0.0,0.0,10,ro9xno0p,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AMC23,0.0975,0.0299,10,wwww3wxq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,AMC23,0.0975,0.0299,10,cmd8h88s,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,HMMT,0.0,0.0,10,xcscqh79,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,HMMT,0.0,0.0,10,a9id0otc,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,MATH500,0.2647,0.0129,3,7ju1i9q4,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,1,32768,159,MATH500,0.2647,0.0129,3,xvx6ky8m,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AIME24,0.0033,0.0105,10,7alv1c9n,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AIME24,0.0033,0.0105,10,hn1lnu02,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AIME25,0.0,0.0,10,yddvzv05,2026-04-22,finished
