_step,train/loss,eval/paloma/c4_en-llama3/loss,eval_dropless/paloma/c4_en-llama3/loss,eval/macro_loss,eval_dropless/macro_loss,_segment
14682,1.3129698038101196,,,,,hero-12d8b6f0-dee637
14713,1.3202612400054932,,,,,hero-12d8b6f0-dee637
14755,1.3242406845092773,,,,,hero-12d8b6f0-dee637
14782,1.326857328414917,,,,,hero-12d8b6f0-dee637
14816,1.3133394718170166,,,,,hero-12d8b6f0-dee637
14851,1.3210225105285645,,,,,hero-12d8b6f0-dee637
14869,1.3140774965286255,,,,,hero-12d8b6f0-dee637
14927,1.3048298358917236,,,,,hero-12d8b6f0-dee637
14954,1.3035975694656372,,,,,hero-12d8b6f0-dee637
14999,,2.552114486694336,2.4079349040985107,2.395796298980713,2.1632239818573,hero-12d8b6f0-dee637
15018,1.3184189796447754,,,,,hero-12d8b6f0-dee637
15304,1.316252589225769,,,,,hero-12d8b6f0-dee637
15323,1.3272567987442017,,,,,hero-12d8b6f0-dee637
15366,1.307077407836914,,,,,hero-12d8b6f0-dee637
15387,1.3163015842437744,,,,,hero-12d8b6f0-dee637
15442,1.3088319301605225,,,,,hero-12d8b6f0-dee637
15445,1.3155097961425781,,,,,hero-12d8b6f0-dee637
15469,1.315316915512085,,,,,hero-12d8b6f0-dee637
15530,1.3064653873443604,,,,,hero-12d8b6f0-dee637
15569,1.3171586990356445,,,,,hero-12d8b6f0-dee637
15637,1.3106335401535034,,,,,hero-12d8b6f0-dee637
15695,1.3075810670852661,,,,,hero-12d8b6f0-dee637
15713,1.3141294717788696,,,,,hero-12d8b6f0-dee637
15776,1.2958366870880127,,,,,hero-12d8b6f0-dee637
15824,1.2997633218765259,,,,,hero-12d8b6f0-dee637
15829,1.3165924549102783,,,,,hero-12d8b6f0-dee637
15835,1.3104041814804077,,,,,hero-12d8b6f0-dee637
15852,1.315409541130066,,,,,hero-12d8b6f0-dee637
15907,1.3030180931091309,,,,,hero-12d8b6f0-dee637
15928,1.3090413808822632,,,,,hero-12d8b6f0-dee637
15990,1.3075908422470093,,,,,hero-12d8b6f0-dee637
16044,1.3197965621948242,,,,,hero-12d8b6f0-dee637
16150,1.3096437454223633,,,,,hero-12d8b6f0-dee637
16211,1.3247363567352295,,,,,hero-12d8b6f0-dee637
16245,1.3131736516952515,,,,,hero-12d8b6f0-dee637
16359,1.2989641427993774,,,,,hero-12d8b6f0-dee637
16364,1.296984314918518,,,,,hero-12d8b6f0-dee637
16463,1.3014857769012451,,,,,hero-12d8b6f0-dee637
16468,1.2945410013198853,,,,,hero-12d8b6f0-dee637
16491,1.3027280569076538,,,,,hero-12d8b6f0-dee637
16554,1.3057912588119507,,,,,hero-12d8b6f0-dee637
16601,1.2914656400680542,,,,,hero-12d8b6f0-dee637
16622,1.2979400157928467,,,,,hero-12d8b6f0-dee637
16627,1.3040491342544556,,,,,hero-12d8b6f0-dee637
16706,1.2969270944595337,,,,,hero-12d8b6f0-dee637
