_step,validation/lm_loss,train/lm_loss,_segment
61,,9.14450740814209,32t0zbcs
74,,8.775370597839355,32t0zbcs
185,,6.525764465332031,32t0zbcs
270,,5.8837890625,32t0zbcs
284,,5.7601518630981445,32t0zbcs
322,,5.596529006958008,32t0zbcs
361,,5.403894901275635,32t0zbcs
519,,4.845446586608887,32t0zbcs
571,,4.707242488861084,32t0zbcs
681,,4.258021354675293,32t0zbcs
905,,3.8216538429260254,32t0zbcs
928,,3.778768539428711,32t0zbcs
1056,,3.6330409049987793,32t0zbcs
1068,,3.6663146018981934,32t0zbcs
1454,,3.4161434173583984,32t0zbcs
1505,,3.4532222747802734,32t0zbcs
1669,,3.32326340675354,32t0zbcs
1702,,3.322053909301758,32t0zbcs
1917,,3.2185609340667725,32t0zbcs
2009,,3.275043487548828,32t0zbcs
2127,,3.2209877967834473,32t0zbcs
2133,,3.199079751968384,32t0zbcs
2141,,3.247476577758789,32t0zbcs
2184,,3.190059185028076,32t0zbcs
2216,,3.1919565200805664,32t0zbcs
2267,,3.217245101928711,32t0zbcs
2418,,3.1876189708709717,32t0zbcs
2453,,3.1599583625793457,32t0zbcs
2607,,3.1407806873321533,32t0zbcs
2635,,3.176151752471924,32t0zbcs
2786,,3.1247241497039795,32t0zbcs
3092,,3.077298879623413,32t0zbcs
3093,,3.0981647968292236,32t0zbcs
3181,,3.0881752967834473,32t0zbcs
3189,,3.0873963832855225,32t0zbcs
3373,,3.0980334281921387,32t0zbcs
3399,,3.1073319911956787,32t0zbcs
3425,,3.073284864425659,32t0zbcs
3442,,3.0881500244140625,32t0zbcs
3506,,3.0710349082946777,32t0zbcs
3559,,3.0503652095794678,32t0zbcs
3611,,3.0611376762390137,32t0zbcs
3907,,3.0534849166870117,32t0zbcs
4081,,3.0031204223632812,32t0zbcs
4147,,3.045431137084961,32t0zbcs
4176,,3.065044641494751,32t0zbcs
4520,,3.018728494644165,32t0zbcs
4604,,3.0248653888702393,32t0zbcs
4709,,3.05808162689209,32t0zbcs
4812,,2.973236083984375,32t0zbcs
4866,,2.983717203140259,32t0zbcs
4876,,2.9683334827423096,32t0zbcs
4910,,3.0128326416015625,32t0zbcs
5037,,3.0328855514526367,32t0zbcs
5169,,3.0006182193756104,32t0zbcs
5193,,2.9971883296966553,32t0zbcs
5388,,2.9952754974365234,32t0zbcs
5867,,3.025263786315918,32t0zbcs
5937,,2.989593029022217,32t0zbcs
6033,,2.9585323333740234,32t0zbcs
6092,,2.980466604232788,32t0zbcs
6116,,2.9818763732910156,32t0zbcs
6208,,2.9431114196777344,32t0zbcs
6368,,2.9425344467163086,32t0zbcs
6516,,2.9795308113098145,32t0zbcs
6712,,2.977613687515259,32t0zbcs
6807,,2.9696366786956787,32t0zbcs
6815,,2.9599974155426025,32t0zbcs
6994,,2.954129695892334,32t0zbcs
7141,,2.983224630355835,32t0zbcs
