_step,validation/lm_loss,train/lm_loss,_segment
92061,,1.9677766561508179,4aqjesl8
92063,,2.0079433917999268,4aqjesl8
92074,,1.9506921768188477,4aqjesl8
92182,,1.9650386571884155,4aqjesl8
92185,,1.9641001224517822,4aqjesl8
92189,,1.9638779163360596,4aqjesl8
92200,,1.9739760160446167,4aqjesl8
92228,,1.973915934562683,4aqjesl8
92270,,1.9659149646759033,4aqjesl8
92284,,1.9576642513275146,4aqjesl8
92291,,1.9639002084732056,4aqjesl8
92314,,1.971376895904541,4aqjesl8
92322,,1.9858818054199219,4aqjesl8
92344,,1.979978084564209,4aqjesl8
92361,,1.9540883302688599,4aqjesl8
92378,,2.006822347640991,4aqjesl8
92519,,1.9557180404663086,4aqjesl8
92524,,1.9931738376617432,4aqjesl8
92571,,1.9575977325439453,4aqjesl8
92650,,1.9581164121627808,4aqjesl8
92681,,1.9787448644638062,4aqjesl8
92708,,1.9637479782104492,4aqjesl8
92734,,1.9751888513565063,4aqjesl8
92839,,1.975461721420288,4aqjesl8
92868,,1.9764244556427002,4aqjesl8
92884,,1.9703673124313354,4aqjesl8
92905,,1.9795085191726685,4aqjesl8
92910,,1.9644432067871094,4aqjesl8
92928,,1.9543111324310303,4aqjesl8
93056,,1.9644577503204346,4aqjesl8
93068,,1.941754698753357,4aqjesl8
93084,,1.9683947563171387,4aqjesl8
93101,,1.9673631191253662,4aqjesl8
93134,,1.9428367614746094,4aqjesl8
93151,,1.9335730075836182,4aqjesl8
93153,,1.978281021118164,4aqjesl8
93165,,1.962412714958191,4aqjesl8
93213,,1.9767694473266602,4aqjesl8
93264,,1.967157006263733,4aqjesl8
93400,,1.9576170444488525,4aqjesl8
93413,,1.9565726518630981,4aqjesl8
93433,,1.9593257904052734,4aqjesl8
93454,,1.9444568157196045,4aqjesl8
93458,,1.9712438583374023,4aqjesl8
93505,,1.9418954849243164,4aqjesl8
93624,,1.9713882207870483,4aqjesl8
93653,,1.9641485214233398,4aqjesl8
93669,,1.9536120891571045,4aqjesl8
93685,,1.9457981586456299,4aqjesl8
93694,,2.0017290115356445,4aqjesl8
93697,,1.963411808013916,4aqjesl8
93702,,1.924148678779602,4aqjesl8
93770,,1.9692339897155762,4aqjesl8
93844,,1.9864907264709473,4aqjesl8
93858,,1.9620126485824585,4aqjesl8
93860,,2.000711441040039,4aqjesl8
93875,,1.9834744930267334,4aqjesl8
93904,,1.9392380714416504,4aqjesl8
93914,,1.966941237449646,4aqjesl8
93917,,1.9532628059387207,4aqjesl8
93969,,1.9792652130126953,4aqjesl8
94009,,1.9752920866012573,4aqjesl8
94035,,1.9830867052078247,4aqjesl8
94127,,1.9716930389404297,4aqjesl8
94133,,1.97148597240448,4aqjesl8
94141,,1.9932751655578613,4aqjesl8
94184,,1.9739038944244385,4aqjesl8
94210,,1.9444199800491333,4aqjesl8
94216,,1.961017370223999,4aqjesl8
94261,,1.9856278896331787,4aqjesl8
94267,,2.009957790374756,4aqjesl8
94375,,1.9925377368927002,4aqjesl8
94385,,1.9596896171569824,4aqjesl8
94414,,1.9674856662750244,4aqjesl8
94418,,1.9416368007659912,4aqjesl8
94446,,1.9542597532272339,4aqjesl8
94453,,1.9627763032913208,4aqjesl8
94462,,1.9471250772476196,4aqjesl8
94501,,1.9903926849365234,4aqjesl8
94581,,1.944690227508545,4aqjesl8
94607,,1.9882385730743408,4aqjesl8
94635,,1.941117286682129,4aqjesl8
94723,,1.9946653842926025,4aqjesl8
94725,,1.9654383659362793,4aqjesl8
94767,,1.9682012796401978,4aqjesl8
94786,,1.9786376953125,4aqjesl8
94985,,1.9415737390518188,4aqjesl8
95007,,2.0034539699554443,4aqjesl8
95092,,1.9649863243103027,4aqjesl8
95093,,1.9788689613342285,4aqjesl8
95123,,1.9904911518096924,4aqjesl8
95181,,1.9677718877792358,4aqjesl8
95189,,1.9748042821884155,4aqjesl8
95201,,1.9566047191619873,4aqjesl8
95255,,1.97793447971344,4aqjesl8
95272,,1.9788329601287842,4aqjesl8
95294,,1.9809049367904663,4aqjesl8
95333,,1.9522663354873657,4aqjesl8
95336,,1.9693530797958374,4aqjesl8
95373,,1.955439567565918,4aqjesl8
95399,,1.933445692062378,4aqjesl8
95425,,1.9821099042892456,4aqjesl8
95442,,1.9670838117599487,4aqjesl8
95448,,1.9873838424682617,4aqjesl8
95506,,1.9818658828735352,4aqjesl8
95559,,1.953239917755127,4aqjesl8
95610,,1.9596741199493408,4aqjesl8
95611,,1.9536314010620117,4aqjesl8
95658,,1.961869716644287,4aqjesl8
95675,,1.9684934616088867,4aqjesl8
95690,,1.965275764465332,4aqjesl8
95706,,1.9933395385742188,4aqjesl8
95816,,1.9498469829559326,4aqjesl8
95830,,1.9596999883651733,4aqjesl8
95872,,1.9436415433883667,4aqjesl8
95902,,1.9679362773895264,4aqjesl8
95907,,1.9820990562438965,4aqjesl8
95913,,1.9664301872253418,4aqjesl8
95926,,1.9573566913604736,4aqjesl8
95955,,1.9480891227722168,4aqjesl8
95964,,1.9334226846694946,4aqjesl8
95971,,1.9600844383239746,4aqjesl8
96001,,1.9664736986160278,4aqjesl8
96023,,1.976076364517212,4aqjesl8
96040,,1.9532538652420044,4aqjesl8
96081,,1.9903007745742798,4aqjesl8
96147,,1.9164893627166748,4aqjesl8
96169,,1.9532675743103027,4aqjesl8
96176,,1.9817581176757812,4aqjesl8
96311,,1.9502894878387451,4aqjesl8
96334,,1.9776451587677002,4aqjesl8
96336,,1.9547080993652344,4aqjesl8
96344,,1.9352867603302002,4aqjesl8
96520,,1.949354648590088,4aqjesl8
96597,,1.9709017276763916,4aqjesl8
96604,,1.964354157447815,4aqjesl8
96616,,1.9474796056747437,4aqjesl8
96649,,1.9664943218231201,4aqjesl8
96709,,1.9479410648345947,4aqjesl8
96777,,1.9692468643188477,4aqjesl8
96812,,1.989374041557312,4aqjesl8
96866,,1.9655802249908447,4aqjesl8
96876,,1.9616913795471191,4aqjesl8
96910,,1.9378162622451782,4aqjesl8
96927,,1.978856086730957,4aqjesl8
96997,,1.9720265865325928,4aqjesl8
97037,,1.9795485734939575,4aqjesl8
97169,,1.9861952066421509,4aqjesl8
97193,,1.928531527519226,4aqjesl8
97207,,1.9816538095474243,4aqjesl8
97388,,1.9830129146575928,4aqjesl8
97547,,1.9798119068145752,4aqjesl8
