_step,train/CrossEntropyLoss,_segment
928648,1.9400699138641357,7xkf4smi
928648,1.9517080783843994,ims1w5bt
928648,1.902758002281189,m9lacg4r
928665,1.840712308883667,7xkf4smi
928665,1.7900099754333496,ims1w5bt
928665,1.798757791519165,m9lacg4r
928677,1.7852544784545898,7xkf4smi
928677,1.7849059104919434,ims1w5bt
928677,1.804601788520813,m9lacg4r
928694,1.770491361618042,7xkf4smi
928694,1.764051079750061,ims1w5bt
928694,1.7905100584030151,m9lacg4r
928700,1.739388346672058,7xkf4smi
928700,1.7688132524490356,ims1w5bt
928700,1.788991928100586,m9lacg4r
928701,1.7881356477737427,7xkf4smi
928701,1.7699249982833862,ims1w5bt
928701,1.7554928064346313,m9lacg4r
928702,1.7671595811843872,7xkf4smi
928702,1.7548474073410034,ims1w5bt
928702,1.7776881456375122,m9lacg4r
928707,1.7128757238388062,7xkf4smi
928707,1.774021863937378,ims1w5bt
928707,1.7767629623413086,m9lacg4r
928709,1.7609294652938843,7xkf4smi
928709,1.7554322481155396,ims1w5bt
928709,1.7641538381576538,m9lacg4r
928720,1.7626867294311523,7xkf4smi
928720,1.76504647731781,ims1w5bt
928720,1.725979208946228,m9lacg4r
928728,1.7373144626617432,7xkf4smi
928728,1.7200989723205566,ims1w5bt
928728,1.7318594455718994,m9lacg4r
928734,1.7638310194015503,7xkf4smi
928734,1.735846757888794,ims1w5bt
928734,1.7501916885375977,m9lacg4r
928742,1.785706877708435,7xkf4smi
928742,1.7405632734298706,ims1w5bt
928742,1.7262513637542725,m9lacg4r
928763,1.7463665008544922,7xkf4smi
928763,1.7290552854537964,ims1w5bt
928763,1.7482720613479614,m9lacg4r
928768,1.7272157669067383,7xkf4smi
928768,1.7395304441452026,ims1w5bt
928768,1.745881199836731,m9lacg4r
928776,1.736389398574829,7xkf4smi
928776,1.7348452806472778,ims1w5bt
928776,1.7212846279144287,m9lacg4r
928777,1.7408372163772583,7xkf4smi
928777,1.7490190267562866,ims1w5bt
928777,1.738516926765442,m9lacg4r
928798,1.723976731300354,7xkf4smi
928798,1.7149475812911987,ims1w5bt
928798,1.7398247718811035,m9lacg4r
928806,1.7578381299972534,7xkf4smi
928806,1.7021982669830322,ims1w5bt
928806,1.7555638551712036,m9lacg4r
928809,1.7035161256790161,7xkf4smi
928809,1.7247517108917236,ims1w5bt
928809,1.7386006116867065,m9lacg4r
928823,1.7134661674499512,7xkf4smi
928823,1.7741655111312866,ims1w5bt
928823,1.735443115234375,m9lacg4r
928828,1.753482699394226,7xkf4smi
928828,1.719378113746643,ims1w5bt
928828,1.7654606103897095,m9lacg4r
928830,1.7210973501205444,7xkf4smi
928830,1.7304513454437256,ims1w5bt
928830,1.7250295877456665,m9lacg4r
928831,1.7137459516525269,7xkf4smi
928831,1.7221565246582031,ims1w5bt
928831,1.7174428701400757,m9lacg4r
928835,1.6775076389312744,7xkf4smi
928835,1.7350322008132935,ims1w5bt
928835,1.7388637065887451,m9lacg4r
928842,1.7206454277038574,7xkf4smi
928842,1.7053375244140625,ims1w5bt
928842,1.7209128141403198,m9lacg4r
928846,1.6993337869644165,7xkf4smi
928846,1.7147504091262817,ims1w5bt
928846,1.7667982578277588,m9lacg4r
928870,1.7016030550003052,7xkf4smi
928870,1.7158122062683105,ims1w5bt
928870,1.7217086553573608,m9lacg4r
928874,1.7131710052490234,7xkf4smi
928874,1.7131285667419434,ims1w5bt
928874,1.7143754959106445,m9lacg4r
928904,1.6955294609069824,7xkf4smi
928904,1.6868332624435425,ims1w5bt
928904,1.709596037864685,m9lacg4r
928908,1.7229554653167725,7xkf4smi
928908,1.7392939329147339,ims1w5bt
928908,1.6876304149627686,m9lacg4r
928909,1.6975946426391602,7xkf4smi
928909,1.7204126119613647,ims1w5bt
928909,1.7589960098266602,m9lacg4r
928916,1.7443468570709229,7xkf4smi
928916,1.7029154300689697,ims1w5bt
928916,1.6852167844772339,m9lacg4r
928920,1.709368348121643,7xkf4smi
928920,1.6632835865020752,ims1w5bt
928920,1.7120466232299805,m9lacg4r
928921,1.7103266716003418,7xkf4smi
928921,1.6776704788208008,ims1w5bt
928921,1.6838082075119019,m9lacg4r
928926,1.7405970096588135,7xkf4smi
928926,1.6868462562561035,ims1w5bt
928926,1.6926357746124268,m9lacg4r
928928,1.6907119750976562,7xkf4smi
928928,1.6963779926300049,ims1w5bt
928928,1.7258515357971191,m9lacg4r
928930,1.712367057800293,7xkf4smi
928930,1.7110275030136108,ims1w5bt
928930,1.7174851894378662,m9lacg4r
928937,1.736886739730835,7xkf4smi
928937,1.7222448587417603,ims1w5bt
928937,1.7049633264541626,m9lacg4r
928941,1.694213628768921,7xkf4smi
928941,1.6983214616775513,ims1w5bt
928941,1.6860151290893555,m9lacg4r
928949,1.7298471927642822,7xkf4smi
928949,1.739536166191101,ims1w5bt
928949,1.702907919883728,m9lacg4r
928960,1.6665139198303223,7xkf4smi
928960,1.722399115562439,ims1w5bt
928960,1.6654711961746216,m9lacg4r
928963,1.7031924724578857,7xkf4smi
928963,1.6776328086853027,ims1w5bt
928963,1.6708775758743286,m9lacg4r
928968,1.7494499683380127,7xkf4smi
928968,1.7225074768066406,ims1w5bt
928968,1.702067494392395,m9lacg4r
928969,1.7214411497116089,7xkf4smi
928969,1.6623735427856445,ims1w5bt
928969,1.7387899160385132,m9lacg4r
928977,1.7091554403305054,7xkf4smi
928977,1.7137120962142944,ims1w5bt
928977,1.6766893863677979,m9lacg4r
928978,1.7032594680786133,7xkf4smi
928978,1.7204896211624146,ims1w5bt
928978,1.678506851196289,m9lacg4r
928990,1.7029293775558472,7xkf4smi
928990,1.7248631715774536,ims1w5bt
928990,1.7213304042816162,m9lacg4r
928999,1.669805645942688,7xkf4smi
928999,1.7059916257858276,ims1w5bt
928999,1.7105284929275513,m9lacg4r
929007,1.7140614986419678,7xkf4smi
929007,1.665728211402893,ims1w5bt
929007,1.6779065132141113,m9lacg4r
929017,1.7079721689224243,7xkf4smi
929017,1.7133500576019287,ims1w5bt
929017,1.6917222738265991,m9lacg4r
929024,1.6796557903289795,7xkf4smi
929024,1.6782119274139404,ims1w5bt
929024,1.6742961406707764,m9lacg4r
929043,1.674908995628357,7xkf4smi
929043,1.6831533908843994,ims1w5bt
929043,1.7268723249435425,m9lacg4r
929052,1.7115575075149536,7xkf4smi
929052,1.7185313701629639,ims1w5bt
929052,1.6962515115737915,m9lacg4r
929071,1.69813072681427,7xkf4smi
929071,1.682311773300171,ims1w5bt
929071,1.6776217222213745,m9lacg4r
929075,1.681816577911377,7xkf4smi
929075,1.6895047426223755,ims1w5bt
929075,1.6849002838134766,m9lacg4r
929076,1.6824465990066528,7xkf4smi
929076,1.6773650646209717,ims1w5bt
929076,1.6974390745162964,m9lacg4r
929091,1.6553051471710205,7xkf4smi
929091,1.7388025522232056,ims1w5bt
929091,1.6624205112457275,m9lacg4r
929092,1.6903036832809448,7xkf4smi
929092,1.6887996196746826,ims1w5bt
929092,1.688930869102478,m9lacg4r
929115,1.6528441905975342,7xkf4smi
929115,1.728610634803772,ims1w5bt
929115,1.7065892219543457,m9lacg4r
929126,1.6856355667114258,7xkf4smi
929126,1.6508336067199707,ims1w5bt
929126,1.7015563249588013,m9lacg4r
929137,1.6445380449295044,7xkf4smi
929137,1.7147042751312256,ims1w5bt
929137,1.6957833766937256,m9lacg4r
929139,1.679112434387207,7xkf4smi
929139,1.6982520818710327,ims1w5bt
929139,1.7045847177505493,m9lacg4r
929148,1.6927307844161987,7xkf4smi
929148,1.696964979171753,ims1w5bt
929148,1.6875230073928833,m9lacg4r
929165,1.6801397800445557,7xkf4smi
929165,1.6790908575057983,ims1w5bt
929165,1.712002158164978,m9lacg4r
929170,1.7040188312530518,7xkf4smi
929170,1.701937198638916,ims1w5bt
929170,1.7106428146362305,m9lacg4r
929185,1.673680067062378,7xkf4smi
929185,1.6885881423950195,ims1w5bt
929185,1.704697608947754,m9lacg4r
929188,1.6769603490829468,7xkf4smi
929188,1.6881340742111206,ims1w5bt
929188,1.6820358037948608,m9lacg4r
929192,1.686460018157959,7xkf4smi
929192,1.6750240325927734,ims1w5bt
929192,1.6792681217193604,m9lacg4r
929194,1.708748459815979,7xkf4smi
929194,1.6529461145401,ims1w5bt
929194,1.6685749292373657,m9lacg4r
929211,1.7191897630691528,7xkf4smi
929211,1.6677253246307373,ims1w5bt
929211,1.6937644481658936,m9lacg4r
929217,1.677179217338562,7xkf4smi
929217,1.6864769458770752,ims1w5bt
929217,1.680467128753662,m9lacg4r
929258,1.667761206626892,7xkf4smi
929258,1.662072777748108,ims1w5bt
929258,1.6990855932235718,m9lacg4r
929260,1.6561914682388306,7xkf4smi
929260,1.6687732934951782,ims1w5bt
929260,1.7015529870986938,m9lacg4r
929264,1.6797959804534912,7xkf4smi
929264,1.697007656097412,ims1w5bt
929264,1.6943225860595703,m9lacg4r
929269,1.6709774732589722,7xkf4smi
929269,1.7063913345336914,ims1w5bt
929269,1.6829699277877808,m9lacg4r
929272,1.6595518589019775,7xkf4smi
929272,1.6918009519577026,ims1w5bt
929272,1.708516240119934,m9lacg4r
929284,1.6785142421722412,7xkf4smi
929284,1.6966711282730103,ims1w5bt
929284,1.666074275970459,m9lacg4r
929289,1.6898189783096313,7xkf4smi
929289,1.6962175369262695,ims1w5bt
929289,1.6818023920059204,m9lacg4r
929290,1.6785528659820557,7xkf4smi
929290,1.6860004663467407,ims1w5bt
929290,1.6672664880752563,m9lacg4r
929296,1.6623224020004272,7xkf4smi
929296,1.677570104598999,ims1w5bt
929296,1.7271647453308105,m9lacg4r
929299,1.695281744003296,7xkf4smi
929299,1.653417706489563,ims1w5bt
929299,1.6821986436843872,m9lacg4r
929300,1.6834197044372559,7xkf4smi
929300,1.6475468873977661,ims1w5bt
929300,1.6801981925964355,m9lacg4r
929323,1.6858596801757812,7xkf4smi
929323,1.6424741744995117,ims1w5bt
929323,1.7244391441345215,m9lacg4r
929327,1.6891345977783203,7xkf4smi
929327,1.6987723112106323,ims1w5bt
929327,1.6606892347335815,m9lacg4r
929339,1.666037678718567,7xkf4smi
929339,1.6977953910827637,ims1w5bt
929339,1.6435405015945435,m9lacg4r
929345,1.6801694631576538,7xkf4smi
929345,1.6569198369979858,ims1w5bt
929345,1.6459002494812012,m9lacg4r
929354,1.6739368438720703,7xkf4smi
929354,1.6950970888137817,ims1w5bt
929354,1.6903297901153564,m9lacg4r
929360,1.701777458190918,7xkf4smi
929360,1.6858261823654175,ims1w5bt
929360,1.6922944784164429,m9lacg4r
929367,1.7050542831420898,7xkf4smi
929367,1.6887061595916748,ims1w5bt
929367,1.697736144065857,m9lacg4r
929376,1.656785011291504,7xkf4smi
929376,1.6995809078216553,ims1w5bt
