_step,train/CrossEntropyLoss,_segment
14978,2.440950393676758,dmf6o2a4
15040,2.4501235485076904,dmf6o2a4
15110,2.4237186908721924,dmf6o2a4
15181,2.419135570526123,dmf6o2a4
15259,2.429431915283203,dmf6o2a4
15322,2.4372687339782715,dmf6o2a4
15387,2.4121148586273193,dmf6o2a4
15417,2.440601348876953,pgkt28e2
15436,2.4192583560943604,pgkt28e2
15460,2.43072509765625,dmf6o2a4
15481,2.440289258956909,dmf6o2a4
15502,2.431501626968384,pgkt28e2
15530,2.4369924068450928,pgkt28e2
15561,2.440206527709961,pgkt28e2
15592,2.4370431900024414,pgkt28e2
15612,2.418119192123413,kdu4jx3c
15628,2.4249935150146484,kdu4jx3c
15659,2.453925132751465,kdu4jx3c
15690,2.44179630279541,kdu4jx3c
15721,2.4428751468658447,kdu4jx3c
15752,2.43111252784729,kdu4jx3c
15783,2.4353809356689453,kdu4jx3c
15814,2.423293352127075,kdu4jx3c
15845,2.4422693252563477,kdu4jx3c
15876,2.433710813522339,kdu4jx3c
15907,2.4310410022735596,kdu4jx3c
15938,2.437612533569336,kdu4jx3c
15969,2.422642707824707,kdu4jx3c
16000,2.441540479660034,kdu4jx3c
16031,2.4273133277893066,kdu4jx3c
16062,2.4328272342681885,kdu4jx3c
16093,2.437971591949463,kdu4jx3c
16124,2.432413101196289,kdu4jx3c
16155,2.4267051219940186,kdu4jx3c
16186,2.43009877204895,kdu4jx3c
16217,2.4287638664245605,kdu4jx3c
16248,2.4487149715423584,kdu4jx3c
16279,2.4272055625915527,kdu4jx3c
16310,2.4308273792266846,kdu4jx3c
16341,2.422159433364868,kdu4jx3c
16372,2.4307799339294434,kdu4jx3c
16403,2.432621717453003,kdu4jx3c
16434,2.4340147972106934,kdu4jx3c
16465,2.421182155609131,kdu4jx3c
16496,2.4194958209991455,kdu4jx3c
16527,2.4393815994262695,kdu4jx3c
16558,2.428065299987793,kdu4jx3c
16589,2.4246225357055664,kdu4jx3c
16610,2.4241585731506348,kdu4jx3c
16626,2.427748441696167,0fe1mlmd
16641,2.4346578121185303,kdu4jx3c
16657,2.4135947227478027,0fe1mlmd
16674,2.4302799701690674,0fe1mlmd
16705,2.4143729209899902,0fe1mlmd
16736,2.423492670059204,0fe1mlmd
16767,2.4293556213378906,0fe1mlmd
16798,2.422226905822754,0fe1mlmd
16829,2.4484684467315674,0fe1mlmd
16860,2.421868085861206,0fe1mlmd
16891,2.4322669506073,0fe1mlmd
16922,2.421082019805908,0fe1mlmd
16953,2.424300193786621,0fe1mlmd
16984,2.412172317504883,0fe1mlmd
17008,2.4244296550750732,0fe1mlmd
17023,2.4284815788269043,146706h7
17039,2.421731472015381,0fe1mlmd
17065,2.425964117050171,146706h7
17096,2.427346706390381,146706h7
17127,2.4250593185424805,146706h7
17158,2.4368743896484375,146706h7
17189,2.4331371784210205,146706h7
17220,2.4211971759796143,146706h7
17251,2.4113714694976807,146706h7
17282,2.410902261734009,146706h7
17313,2.4173743724823,146706h7
17344,2.432605028152466,146706h7
17375,2.4262173175811768,146706h7
17403,2.439953088760376,nviax6ty
17419,2.4169132709503174,146706h7
17434,2.4219961166381836,nviax6ty
17450,2.4244027137756348,146706h7
17465,2.4828200340270996,nviax6ty
17481,2.429023504257202,146706h7
17496,2.4349141120910645,nviax6ty
17512,2.423520565032959,146706h7
17527,2.401979446411133,nviax6ty
17547,2.422997236251831,nviax6ty
17578,2.413931369781494,nviax6ty
17609,2.430664300918579,nviax6ty
17640,2.4063961505889893,nviax6ty
17671,2.4275760650634766,nviax6ty
17702,2.4224767684936523,nviax6ty
17733,2.41489577293396,nviax6ty
17764,2.4209020137786865,nviax6ty
17795,2.4305458068847656,nviax6ty
17826,2.423464775085449,nviax6ty
17857,2.418302059173584,nviax6ty
17888,2.4160642623901367,nviax6ty
17919,2.426445245742798,nviax6ty
17950,2.420771598815918,nviax6ty
17981,2.4108548164367676,nviax6ty
18012,2.426164388656616,nviax6ty
18043,2.41510009765625,nviax6ty
18074,2.425842761993408,nviax6ty
18105,2.4102213382720947,nviax6ty
18136,2.4380111694335938,nviax6ty
18167,2.41269850730896,nviax6ty
18198,2.417668342590332,nviax6ty
18229,2.408046007156372,nviax6ty
18260,2.4143381118774414,nviax6ty
18291,2.426570177078247,nviax6ty
18322,2.4137885570526123,nviax6ty
18353,2.420405387878418,nviax6ty
18384,2.420971393585205,nviax6ty
18408,2.4197518825531006,jgq2hj9d
18426,2.4283978939056396,jgq2hj9d
18457,2.423046112060547,jgq2hj9d
18488,2.4087846279144287,jgq2hj9d
18519,2.403848648071289,jgq2hj9d
18550,2.419340133666992,jgq2hj9d
18581,2.4265334606170654,jgq2hj9d
18606,2.39458966255188,jgq2hj9d
18622,2.4075422286987305,dld44xjj
18637,2.4242196083068848,jgq2hj9d
18653,2.4145145416259766,dld44xjj
18668,2.4256985187530518,jgq2hj9d
18684,2.4241292476654053,dld44xjj
18699,2.4115681648254395,jgq2hj9d
18715,2.4083023071289062,dld44xjj
18730,2.4288156032562256,jgq2hj9d
18746,2.3971152305603027,dld44xjj
18761,2.410381317138672,jgq2hj9d
18777,2.412543535232544,dld44xjj
18792,2.410881996154785,jgq2hj9d
18816,2.4244375228881836,dld44xjj
18847,2.408292531967163,dld44xjj
18878,2.4269444942474365,dld44xjj
18909,2.406599283218384,dld44xjj
18940,2.42594051361084,dld44xjj
18971,2.4071362018585205,dld44xjj
19002,2.424785614013672,dld44xjj
19033,2.4115407466888428,dld44xjj
19064,2.4186248779296875,dld44xjj
19095,2.4145288467407227,dld44xjj
19126,2.418396234512329,dld44xjj
19157,2.4109115600585938,dld44xjj
19188,2.421276092529297,dld44xjj
19219,2.4185032844543457,dld44xjj
19250,2.4178895950317383,dld44xjj
19284,2.4115400314331055,dld44xjj
19315,2.4200150966644287,dld44xjj
19346,2.4113831520080566,dld44xjj
19377,2.4107940196990967,dld44xjj
19408,2.422013759613037,dld44xjj
19439,2.4131479263305664,dld44xjj
19470,2.4081881046295166,dld44xjj
19501,2.4173052310943604,dld44xjj
19532,2.4128060340881348,dld44xjj
19563,2.406689167022705,dld44xjj
19594,2.421729803085327,dld44xjj
19625,2.4095401763916016,dld44xjj
19656,2.4193222522735596,dld44xjj
19687,2.406606435775757,dld44xjj
19718,2.4222490787506104,dld44xjj
19749,2.409640312194824,dld44xjj
19780,2.429823637008667,dld44xjj
19811,2.4111688137054443,dld44xjj
19842,2.4116077423095703,dld44xjj
20134,2.394773244857788,rjm8c8zs
20887,2.4031078815460205,rjm8c8zs
21552,2.3886783123016357,rjm8c8zs
22264,2.392413377761841,rjm8c8zs
23131,2.391451358795166,rjm8c8zs
23766,2.403324604034424,rjm8c8zs
24463,2.386399030685425,rjm8c8zs
25415,2.386894941329956,rjm8c8zs
25994,2.388498067855835,rjm8c8zs
26934,2.3767333030700684,rjm8c8zs
27594,2.3970701694488525,rjm8c8zs
28419,2.37068510055542,rjm8c8zs
28849,2.3772122859954834,rjm8c8zs
29583,2.376298427581787,rjm8c8zs
30165,2.3765878677368164,rjm8c8zs
30918,2.3771159648895264,rjm8c8zs
31358,2.374133586883545,rjm8c8zs
32160,2.3805289268493652,rjm8c8zs
32832,2.362311840057373,rjm8c8zs
33659,2.369767904281616,rjm8c8zs
34285,2.357954740524292,rjm8c8zs
34856,2.369575023651123,rjm8c8zs
35704,2.3693206310272217,rjm8c8zs
36507,2.3524866104125977,rjm8c8zs
37421,2.3554892539978027,rjm8c8zs
37943,2.3488526344299316,rjm8c8zs
38869,2.3695430755615234,rjm8c8zs
39538,2.3544671535491943,rjm8c8zs
40211,2.356792688369751,rjm8c8zs
40970,2.3429155349731445,rjm8c8zs
41829,2.354327440261841,rjm8c8zs
42645,2.3600709438323975,rjm8c8zs
43446,2.3386168479919434,rjm8c8zs
43955,2.351710796356201,rjm8c8zs
44684,2.3504834175109863,rjm8c8zs
45592,2.3387672901153564,rjm8c8zs
46464,2.345290184020996,rjm8c8zs
46983,2.3490679264068604,rjm8c8zs
47652,2.3443703651428223,rjm8c8zs
48535,2.3523313999176025,rjm8c8zs
49397,2.3557322025299072,rjm8c8zs
50017,2.3360133171081543,rjm8c8zs
50657,2.3337979316711426,rjm8c8zs
51208,2.338700771331787,rjm8c8zs
51879,2.324817657470703,rjm8c8zs
52611,2.3454267978668213,rjm8c8zs
53199,2.332672595977783,rjm8c8zs
53988,2.336578607559204,rjm8c8zs
54657,2.334862232208252,rjm8c8zs
55096,2.313765525817871,lq205p5z
55751,2.3422608375549316,lq205p5z
56319,2.3359732627868652,lq205p5z
56783,2.3260531425476074,lq205p5z
57239,2.341261863708496,lq205p5z
57986,2.3252651691436768,lq205p5z
58552,2.3358161449432373,lq205p5z
59041,2.3435909748077393,lq205p5z
59625,2.336441993713379,lq205p5z
60256,2.3318123817443848,lq205p5z
60742,2.347465991973877,lq205p5z
61367,2.333069086074829,lq205p5z
61962,2.3301291465759277,lq205p5z
62381,2.3510639667510986,lq205p5z
63005,2.320535659790039,lq205p5z
63449,2.3252029418945312,lq205p5z
63770,2.3241066932678223,lq205p5z
64337,2.318101644515991,lq205p5z
64788,2.3353967666625977,lq205p5z
65313,2.3139398097991943,lq205p5z
65773,2.320810317993164,lq205p5z
66120,2.320777416229248,lq205p5z
66603,2.3238844871520996,lq205p5z
67133,2.326154947280884,lq205p5z
67635,2.3241302967071533,lq205p5z
68287,2.329655170440674,lq205p5z
68817,2.3190510272979736,lq205p5z
69187,2.319061040878296,lq205p5z
69667,2.3304781913757324,lq205p5z
70307,2.341203451156616,lq205p5z
70939,2.321213483810425,lq205p5z
71494,2.3235442638397217,lq205p5z
72029,2.3212900161743164,lq205p5z
72432,2.324357271194458,lq205p5z
72806,2.318375587463379,lq205p5z
73396,2.3117904663085938,lq205p5z
73835,2.320692539215088,lq205p5z
74268,2.314756393432617,lq205p5z
74760,2.3247106075286865,lq205p5z
75327,2.3128857612609863,lq205p5z
75750,2.3278985023498535,lq205p5z
76433,2.300715923309326,lq205p5z
77056,2.30584716796875,lq205p5z
77509,2.3120405673980713,lq205p5z
78009,2.3160195350646973,lq205p5z
78487,2.3161237239837646,lq205p5z
78861,2.3106961250305176,lq205p5z
79441,2.319653034210205,lq205p5z
79720,2.3064475059509277,ujx4i41g
79751,2.3068037033081055,ujx4i41g
79782,2.3004980087280273,ujx4i41g
79813,2.3217318058013916,ujx4i41g
79844,2.323389768600464,ujx4i41g
79875,2.3217663764953613,ujx4i41g
79906,2.307809829711914,ujx4i41g
79937,2.3042349815368652,ujx4i41g
79968,2.3177034854888916,ujx4i41g
79999,2.327240228652954,ujx4i41g
80030,2.3225836753845215,ujx4i41g
80061,2.3084192276000977,ujx4i41g
80092,2.3168554306030273,ujx4i41g
80123,2.308683156967163,ujx4i41g
80154,2.3150634765625,ujx4i41g
80185,2.322524070739746,ujx4i41g
80216,2.319794178009033,ujx4i41g
80247,2.3061766624450684,ujx4i41g
80278,2.3193531036376953,ujx4i41g
80309,2.319240093231201,ujx4i41g
80340,2.3180766105651855,ujx4i41g
80371,2.322499990463257,ujx4i41g
80402,2.314586639404297,ujx4i41g
80433,2.310002088546753,ujx4i41g
80464,2.320025682449341,ujx4i41g
80495,2.330986261367798,ujx4i41g
80526,2.3249104022979736,ujx4i41g
80554,2.3194539546966553,jugb4a70
80578,2.3190736770629883,jugb4a70
80609,2.310063123703003,jugb4a70
80640,2.3104681968688965,jugb4a70
80671,2.319584846496582,jugb4a70
80702,2.315311908721924,jugb4a70
80733,2.3178980350494385,jugb4a70
80764,2.3051846027374268,jugb4a70
80795,2.329190969467163,jugb4a70
80826,2.325221061706543,jugb4a70
80857,2.3156917095184326,jugb4a70
80888,2.309539556503296,jugb4a70
80919,2.3049869537353516,jugb4a70
80950,2.312528371810913,jugb4a70
80981,2.329225778579712,jugb4a70
81007,2.3043980598449707,jugb4a70
81022,2.313425302505493,nv6thxr0
81039,2.309969425201416,nv6thxr0
81056,2.3070602416992188,jugb4a70
81072,2.316633939743042,jugb4a70
81088,2.3229432106018066,nv6thxr0
81105,2.322204351425171,jugb4a70
81121,2.3198916912078857,nv6thxr0
81137,2.3242313861846924,nv6thxr0
81153,2.318183660507202,jugb4a70
81170,2.3160762786865234,jugb4a70
81186,2.3126800060272217,jugb4a70
81201,2.304413318634033,nv6thxr0
81217,2.3159983158111572,jugb4a70
81233,2.310844898223877,nv6thxr0
81249,2.322979688644409,nv6thxr0
81265,2.3258461952209473,nv6thxr0
81281,2.326744318008423,jugb4a70
81297,2.3233346939086914,jugb4a70
81314,2.314396381378174,jugb4a70
81330,2.3132264614105225,jugb4a70
81346,2.323270082473755,nv6thxr0
81362,2.311739444732666,nv6thxr0
81378,2.325998067855835,nv6thxr0
81394,2.3158199787139893,nv6thxr0
81410,2.3329274654388428,nv6thxr0
81427,2.3216772079467773,jugb4a70
81445,2.3170297145843506,jugb4a70
81467,2.3082730770111084,nv6thxr0
81501,2.314575672149658,nv6thxr0
81534,2.3112592697143555,nv6thxr0
81567,2.3124806880950928,nv6thxr0
81600,2.323829412460327,nv6thxr0
81635,2.3030130863189697,nv6thxr0
81667,2.3283989429473877,nv6thxr0
81703,2.3122975826263428,nv6thxr0
81735,2.3104684352874756,nv6thxr0
81767,2.306039571762085,nv6thxr0
81798,2.3064846992492676,nv6thxr0
81833,2.317429304122925,nv6thxr0
81866,2.31754994392395,nv6thxr0
81901,2.311330556869507,nv6thxr0
81932,2.313441753387451,nv6thxr0
81964,2.3258888721466064,nv6thxr0
81997,2.3000197410583496,nv6thxr0
82028,2.3134372234344482,nv6thxr0
82061,2.3227779865264893,nv6thxr0
82093,2.3047244548797607,nv6thxr0
82128,2.3155159950256348,nv6thxr0
82163,2.3198020458221436,nv6thxr0
82194,2.3111448287963867,nv6thxr0
82227,2.3236403465270996,nv6thxr0
82260,2.3102383613586426,nv6thxr0
82292,2.311211109161377,nv6thxr0
82323,2.3305840492248535,nv6thxr0
82359,2.3237786293029785,nv6thxr0
82392,2.316835641860962,nv6thxr0
82425,2.320751190185547,nv6thxr0
82456,2.3124449253082275,nv6thxr0
82491,2.31888484954834,nv6thxr0
82525,2.313450336456299,nv6thxr0
82557,2.3122341632843018,nv6thxr0
82588,2.3117525577545166,nv6thxr0
82611,2.330048084259033,fjcdldy5
82642,2.3120603561401367,fjcdldy5
82673,2.3282320499420166,fjcdldy5
82704,2.323178291320801,fjcdldy5
82735,2.3203964233398438,fjcdldy5
82766,2.3045654296875,fjcdldy5
82797,2.319542169570923,fjcdldy5
82828,2.3131415843963623,fjcdldy5
82859,2.323572874069214,fjcdldy5
82890,2.308828830718994,fjcdldy5
82921,2.3097684383392334,fjcdldy5
82952,2.3193511962890625,fjcdldy5
82983,2.307602882385254,fjcdldy5
83014,2.3080053329467773,zip0mfkt
83045,2.306919813156128,zip0mfkt
83076,2.3608286380767822,zip0mfkt
83107,2.311892032623291,zip0mfkt
83138,2.3204095363616943,zip0mfkt
83169,2.3130855560302734,zip0mfkt
83200,2.323438882827759,zip0mfkt
83231,2.3257710933685303,zip0mfkt
83262,2.3292572498321533,zip0mfkt
83293,2.3228800296783447,zip0mfkt
83324,2.298139810562134,zip0mfkt
83355,2.3253540992736816,zip0mfkt
83386,2.3306386470794678,zip0mfkt
83417,2.3167977333068848,zip0mfkt
83448,2.3065648078918457,zip0mfkt
83479,2.303537368774414,zip0mfkt
83510,2.308354616165161,zip0mfkt
83541,2.3031599521636963,zip0mfkt
83572,2.3208653926849365,zip0mfkt
83603,2.325050115585327,zip0mfkt
83634,2.31225323677063,zip0mfkt
83665,2.312847852706909,zip0mfkt
83696,2.317099094390869,zip0mfkt
83727,2.3046774864196777,zip0mfkt
83758,2.3197638988494873,zip0mfkt
83789,2.323245048522949,zip0mfkt
83820,2.320096492767334,zip0mfkt
83851,2.3040106296539307,zip0mfkt
83882,2.3083407878875732,zip0mfkt
83913,2.3118693828582764,zip0mfkt
83944,2.307384490966797,zip0mfkt
83975,2.3248233795166016,zip0mfkt
84006,2.3060944080352783,5p2z17ki
84037,2.320788860321045,5p2z17ki
84068,2.333569049835205,5p2z17ki
84099,2.310580253601074,5p2z17ki
84130,2.3201990127563477,5p2z17ki
84161,2.300680637359619,5p2z17ki
84192,2.320256233215332,5p2z17ki
84223,2.320122718811035,5p2z17ki
84254,2.3211216926574707,5p2z17ki
84285,2.312528371810913,5p2z17ki
84316,2.3168606758117676,5p2z17ki
84347,2.3222804069519043,5p2z17ki
84378,2.3151004314422607,5p2z17ki
84409,2.30989146232605,5p2z17ki
84440,2.3136098384857178,5p2z17ki
84471,2.2982277870178223,5p2z17ki
84502,2.321640968322754,5p2z17ki
84533,2.3141331672668457,5p2z17ki
84564,2.311793565750122,5p2z17ki
84595,2.306229591369629,5p2z17ki
84626,2.3048768043518066,5p2z17ki
84657,2.313753604888916,5p2z17ki
84688,2.325206756591797,5p2z17ki
84719,2.319453001022339,5p2z17ki
84750,2.322601079940796,5p2z17ki
84781,2.32944917678833,5p2z17ki
84812,2.3106689453125,5p2z17ki
84843,2.3207714557647705,5p2z17ki
84874,2.3170673847198486,5p2z17ki
84905,2.3177661895751953,5p2z17ki
84936,2.3168251514434814,5p2z17ki
84967,2.3139114379882812,5p2z17ki
84998,2.296287775039673,5p2z17ki
85029,2.3161709308624268,5p2z17ki
85061,2.320765495300293,oxqb0hvz
85092,2.3139309883117676,oxqb0hvz
85124,2.311706066131592,oxqb0hvz
85159,2.3050284385681152,oxqb0hvz
85192,2.3095617294311523,oxqb0hvz
85224,2.3000614643096924,oxqb0hvz
85256,2.315185308456421,oxqb0hvz
85287,2.313157081604004,oxqb0hvz
85318,2.320192813873291,oxqb0hvz
85351,2.3130428791046143,oxqb0hvz
85382,2.3066980838775635,oxqb0hvz
85414,2.3110179901123047,oxqb0hvz
85446,2.3143837451934814,oxqb0hvz
85479,2.3169803619384766,oxqb0hvz
85511,2.3165791034698486,oxqb0hvz
85544,2.3283071517944336,oxqb0hvz
85576,2.310800313949585,oxqb0hvz
85608,2.3267529010772705,oxqb0hvz
85640,2.3040871620178223,oxqb0hvz
85672,2.3130104541778564,oxqb0hvz
85705,2.3318135738372803,oxqb0hvz
85737,2.310978412628174,oxqb0hvz
85768,2.3030331134796143,oxqb0hvz
85799,2.3215861320495605,oxqb0hvz
85830,2.30949068069458,oxqb0hvz
85861,2.3240249156951904,oxqb0hvz
85892,2.3116443157196045,oxqb0hvz
85923,2.3325107097625732,oxqb0hvz
85957,2.314631223678589,oxqb0hvz
85989,2.326094388961792,oxqb0hvz
86015,2.3155124187469482,586mckhm
86039,2.303734540939331,oxqb0hvz
86063,2.312293529510498,586mckhm
86087,2.2954633235931396,oxqb0hvz
86112,2.3234329223632812,oxqb0hvz
86137,2.3128373622894287,oxqb0hvz
86162,2.318251132965088,oxqb0hvz
86187,2.304274559020996,oxqb0hvz
86212,2.323201894760132,oxqb0hvz
86239,2.313666343688965,oxqb0hvz
86263,2.299812078475952,586mckhm
86285,2.318692922592163,oxqb0hvz
86310,2.317276954650879,oxqb0hvz
86334,2.3121418952941895,586mckhm
86359,2.307406425476074,oxqb0hvz
86386,2.326564311981201,oxqb0hvz
86415,2.3125627040863037,oxqb0hvz
86442,2.3193047046661377,oxqb0hvz
86469,2.327585458755493,586mckhm
86493,2.3170745372772217,586mckhm
86517,2.3142428398132324,586mckhm
86541,2.307772159576416,oxqb0hvz
86568,2.3162729740142822,586mckhm
86616,2.300570249557495,586mckhm
86723,2.304415702819824,586mckhm
86847,2.3186309337615967,586mckhm
86960,2.332136392593384,586mckhm
87068,2.3215482234954834,586mckhm
87171,2.317051649093628,586mckhm
87328,2.310023069381714,586mckhm
87454,2.322610855102539,586mckhm
87568,2.3063366413116455,586mckhm
87685,2.311002016067505,586mckhm
87817,2.3208796977996826,586mckhm
87945,2.326690196990967,586mckhm
88061,2.3161580562591553,586mckhm
88189,2.2989957332611084,586mckhm
88301,2.3278257846832275,586mckhm
88423,2.310551643371582,586mckhm
88508,2.3197524547576904,586mckhm
88614,2.3145272731781006,586mckhm
88739,2.3212368488311768,586mckhm
88845,2.303494453430176,586mckhm
88943,2.3181989192962646,586mckhm
89082,2.30120587348938,586mckhm
89182,2.3280110359191895,586mckhm
89279,2.3106584548950195,586mckhm
89397,2.310589551925659,586mckhm
89521,2.3209407329559326,586mckhm
89656,2.3021092414855957,586mckhm
89790,2.312124013900757,586mckhm
89910,2.302161693572998,586mckhm
90025,2.3057093620300293,586mckhm
90166,2.309337615966797,586mckhm
90303,2.300859212875366,586mckhm
90443,2.315009593963623,586mckhm
90536,2.3076798915863037,586mckhm
90616,2.3152847290039062,586mckhm
90737,2.299175977706909,586mckhm
90855,2.3224849700927734,586mckhm
90963,2.309952974319458,586mckhm
91110,2.3052170276641846,586mckhm
91248,2.316493511199951,586mckhm
91402,2.291149854660034,586mckhm
91520,2.316444158554077,586mckhm
91613,2.3013789653778076,586mckhm
91711,2.3051817417144775,586mckhm
91770,2.3208467960357666,fs8l0kmc
91809,2.314533233642578,fs8l0kmc
91843,2.3157460689544678,fs8l0kmc
91881,2.3100156784057617,fs8l0kmc
91915,2.326585292816162,fs8l0kmc
91949,2.313897132873535,fs8l0kmc
91982,2.301767349243164,fs8l0kmc
92015,2.311138391494751,fs8l0kmc
92047,2.312957286834717,fs8l0kmc
92083,2.305410385131836,fs8l0kmc
92120,2.3009204864501953,fs8l0kmc
92154,2.3046977519989014,fs8l0kmc
92194,2.3095338344573975,fs8l0kmc
92228,2.3083245754241943,fs8l0kmc
92263,2.313628673553467,fs8l0kmc
92299,2.3074212074279785,fs8l0kmc
92337,2.315471649169922,fs8l0kmc
92371,2.3282310962677,fs8l0kmc
92406,2.3145253658294678,fs8l0kmc
92443,2.302299976348877,fs8l0kmc
92474,2.3138041496276855,fs8l0kmc
92507,2.3089215755462646,fs8l0kmc
92538,2.310822010040283,fs8l0kmc
92574,2.3084211349487305,fs8l0kmc
92607,2.309907913208008,fs8l0kmc
92643,2.307600259780884,fs8l0kmc
92676,2.2995245456695557,fs8l0kmc
92709,2.317568778991699,fs8l0kmc
92742,2.3103408813476562,fs8l0kmc
