_step,train/CrossEntropyLoss,_segment
596327,1.7096705436706543,iuxd2avq
596331,1.5696924924850464,4vhawieh
596331,1.5797067880630493,x5bz8z33
596332,1.5722198486328125,5icuybbp
596337,1.571155309677124,4vhawieh
596337,1.5441303253173828,x5bz8z33
596339,1.574444055557251,5icuybbp
596341,1.5429786443710327,4vhawieh
596341,1.7317523956298828,iuxd2avq
596348,1.600844144821167,4vhawieh
596348,1.7060059309005737,iuxd2avq
596352,1.5883188247680664,4vhawieh
596352,1.5651978254318237,x5bz8z33
596360,1.5667181015014648,5icuybbp
596371,1.581214189529419,4vhawieh
596371,1.7075066566467285,iuxd2avq
596374,1.5722734928131104,4vhawieh
596374,1.5773065090179443,x5bz8z33
596379,1.5757925510406494,5icuybbp
596379,1.568968653678894,x5bz8z33
596380,1.5860306024551392,5icuybbp
596380,1.575339913368225,x5bz8z33
596388,1.5594998598098755,5icuybbp
596389,1.5890626907348633,4vhawieh
596389,1.5709012746810913,x5bz8z33
596401,1.5739080905914307,5icuybbp
596401,1.5675816535949707,x5bz8z33
596410,1.587591528892517,5icuybbp
596418,1.5577237606048584,4vhawieh
596418,1.714538335800171,iuxd2avq
596428,1.5583900213241577,4vhawieh
596428,1.7097874879837036,iuxd2avq
596435,1.5896456241607666,4vhawieh
596435,1.7028816938400269,iuxd2avq
596454,1.540404200553894,4vhawieh
596454,1.6879820823669434,iuxd2avq
596463,1.5584594011306763,4vhawieh
596463,1.5638765096664429,x5bz8z33
596482,1.5760666131973267,5icuybbp
596486,1.558707594871521,4vhawieh
596486,1.546521782875061,x5bz8z33
596487,1.5830004215240479,5icuybbp
596502,1.5800085067749023,4vhawieh
596502,1.7038118839263916,iuxd2avq
596503,1.5591893196105957,4vhawieh
596503,1.6928280591964722,iuxd2avq
596526,1.5796291828155518,4vhawieh
596526,1.7168673276901245,iuxd2avq
596537,1.5640891790390015,4vhawieh
596537,1.5385079383850098,x5bz8z33
596548,1.55778169631958,5icuybbp
596550,1.5410584211349487,4vhawieh
596550,1.572957992553711,x5bz8z33
596559,1.571913719177246,5icuybbp
596576,1.548922061920166,4vhawieh
596576,1.7096583843231201,iuxd2avq
596581,1.5814597606658936,4vhawieh
596581,1.6988228559494019,iuxd2avq
596596,1.5589096546173096,4vhawieh
596596,1.554896354675293,x5bz8z33
596599,1.5502545833587646,5icuybbp
596603,1.5385431051254272,4vhawieh
596603,1.5650253295898438,x5bz8z33
596605,1.574522852897644,5icuybbp
596622,1.5497905015945435,4vhawieh
596622,1.7102888822555542,iuxd2avq
596628,1.576210379600525,4vhawieh
596628,1.6794246435165405,iuxd2avq
596669,1.5708403587341309,4vhawieh
596669,1.7005866765975952,iuxd2avq
596671,1.5600043535232544,4vhawieh
596671,1.6849044561386108,iuxd2avq
596675,1.5648040771484375,4vhawieh
596675,1.5625289678573608,x5bz8z33
596680,1.5609767436981201,5icuybbp
596683,1.5648174285888672,4vhawieh
596683,1.5488570928573608,x5bz8z33
596695,1.5666007995605469,5icuybbp
596700,1.552963376045227,4vhawieh
596700,1.6997110843658447,iuxd2avq
596701,1.5594180822372437,4vhawieh
596701,1.5814005136489868,x5bz8z33
596707,1.5575213432312012,5icuybbp
596707,1.5633020401000977,x5bz8z33
596710,1.5447490215301514,5icuybbp
596711,1.575966715812683,4vhawieh
596711,1.5444738864898682,x5bz8z33
596734,1.55581533908844,5icuybbp
596738,1.581624150276184,4vhawieh
596738,1.6766629219055176,iuxd2avq
596750,1.5715374946594238,4vhawieh
596750,1.5758048295974731,x5bz8z33
596756,1.5423191785812378,5icuybbp
596765,1.5703942775726318,4vhawieh
596765,1.6921073198318481,iuxd2avq
596771,1.5204222202301025,4vhawieh
596771,1.5739001035690308,x5bz8z33
596778,1.5407452583312988,5icuybbp
596787,1.5609073638916016,4vhawieh
596787,1.547065019607544,x5bz8z33
596791,1.5592330694198608,5icuybbp
596791,1.528802514076233,x5bz8z33
596809,1.5546940565109253,5icuybbp
596814,1.553292989730835,4vhawieh
596814,1.5740808248519897,x5bz8z33
596826,1.5530635118484497,5icuybbp
596840,1.561904788017273,4vhawieh
596840,1.535427451133728,x5bz8z33
596848,1.5618891716003418,5icuybbp
596860,1.5514386892318726,4vhawieh
596860,1.5518569946289062,x5bz8z33
596894,1.5525035858154297,5icuybbp
596896,1.5441232919692993,4vhawieh
596896,1.689520239830017,iuxd2avq
596898,1.5786229372024536,4vhawieh
596898,1.5428102016448975,x5bz8z33
596904,1.518601894378662,5icuybbp
596912,1.5284318923950195,4vhawieh
596912,1.533857822418213,x5bz8z33
596925,1.5509415864944458,5icuybbp
596925,1.5447770357131958,x5bz8z33
596934,1.5520225763320923,5icuybbp
596934,1.5365208387374878,x5bz8z33
596941,1.5558812618255615,5icuybbp
596941,1.5302438735961914,x5bz8z33
596942,1.5451233386993408,5icuybbp
596961,1.5429396629333496,4vhawieh
596961,1.542149543762207,x5bz8z33
596962,1.542587161064148,5icuybbp
596962,1.5543781518936157,x5bz8z33
596967,1.5505598783493042,5icuybbp
596967,1.5474621057510376,x5bz8z33
596969,1.555021047592163,5icuybbp
596977,1.5543354749679565,4vhawieh
596977,1.5214884281158447,x5bz8z33
596979,1.5357606410980225,5icuybbp
596982,1.5354918241500854,4vhawieh
596982,1.5228052139282227,x5bz8z33
596985,1.5498046875,5icuybbp
596985,1.5617539882659912,x5bz8z33
596997,1.5249098539352417,5icuybbp
596998,1.5516785383224487,4vhawieh
596998,1.5518521070480347,x5bz8z33
597003,1.543694019317627,5icuybbp
597005,1.5576846599578857,4vhawieh
597005,1.5499879121780396,x5bz8z33
597029,1.5691254138946533,5icuybbp
597039,1.5569216012954712,4vhawieh
597039,1.5516427755355835,x5bz8z33
597050,1.5300111770629883,5icuybbp
597055,1.561195969581604,4vhawieh
597055,1.5520563125610352,x5bz8z33
597058,1.5332108736038208,5icuybbp
597091,1.5613932609558105,4vhawieh
597091,1.529233455657959,x5bz8z33
597092,1.5639278888702393,5icuybbp
597094,1.5519678592681885,4vhawieh
597094,1.6984336376190186,iuxd2avq
597099,1.540488839149475,4vhawieh
597099,1.5391188859939575,x5bz8z33
597100,1.5361933708190918,5icuybbp
597106,1.52840256690979,4vhawieh
597106,1.5642094612121582,x5bz8z33
597113,1.559073805809021,5icuybbp
597113,1.5390703678131104,x5bz8z33
597125,1.528379201889038,5icuybbp
597125,1.530623197555542,x5bz8z33
597128,1.5562169551849365,5icuybbp
597130,1.54090416431427,4vhawieh
597130,1.5391855239868164,x5bz8z33
597133,1.5402816534042358,5icuybbp
597141,1.544005274772644,4vhawieh
597141,1.6685950756072998,iuxd2avq
597158,1.5390766859054565,4vhawieh
597158,1.6748368740081787,iuxd2avq
597187,1.5493353605270386,4vhawieh
597187,1.6821200847625732,iuxd2avq
597191,1.5382987260818481,4vhawieh
597191,1.7107278108596802,iuxd2avq
597200,1.5304350852966309,4vhawieh
597200,1.5295358896255493,x5bz8z33
597208,1.5429984331130981,5icuybbp
597208,1.5481113195419312,x5bz8z33
597210,1.5516268014907837,5icuybbp
597210,1.534754753112793,x5bz8z33
597212,1.547871708869934,5icuybbp
597222,1.5314788818359375,4vhawieh
597222,1.675156593322754,iuxd2avq
597228,1.5405254364013672,4vhawieh
597228,1.5356354713439941,x5bz8z33
597240,1.5605624914169312,5icuybbp
597265,1.5445255041122437,4vhawieh
597265,1.5257264375686646,x5bz8z33
597267,1.546822428703308,5icuybbp
597267,1.5239218473434448,x5bz8z33
597270,1.5386769771575928,5icuybbp
597270,1.5094794034957886,x5bz8z33
597271,1.5331789255142212,5icuybbp
597277,1.5345889329910278,4vhawieh
597277,1.5301032066345215,x5bz8z33
597321,1.5250006914138794,5icuybbp
597321,1.5259417295455933,x5bz8z33
597323,1.5214945077896118,5icuybbp
597323,1.4920988082885742,x5bz8z33
597337,1.536475419998169,5icuybbp
597370,1.55283784866333,4vhawieh
597370,1.524040699005127,x5bz8z33
597385,1.525712013244629,5icuybbp
597416,1.536487102508545,4vhawieh
597416,1.5111522674560547,x5bz8z33
597420,1.5493648052215576,5icuybbp
597428,1.527389407157898,4vhawieh
597428,1.5413521528244019,x5bz8z33
597429,1.517680048942566,5icuybbp
597439,1.5522714853286743,4vhawieh
597439,1.522536277770996,x5bz8z33
597454,1.5438158512115479,5icuybbp
597457,1.5345954895019531,4vhawieh
597457,1.6833891868591309,iuxd2avq
597470,1.5334646701812744,4vhawieh
597470,1.642150640487671,iuxd2avq
597483,1.529099702835083,4vhawieh
597483,1.5310457944869995,x5bz8z33
597490,1.5409491062164307,5icuybbp
597490,1.4856561422348022,x5bz8z33
597500,1.5502651929855347,5icuybbp
597504,1.5309174060821533,4vhawieh
597504,1.5170783996582031,x5bz8z33
597511,1.517970085144043,5icuybbp
597511,1.5392776727676392,x5bz8z33
597513,1.5288333892822266,5icuybbp
597515,1.5471619367599487,4vhawieh
597515,1.6667041778564453,iuxd2avq
597524,1.525726556777954,4vhawieh
597524,1.5565752983093262,x5bz8z33
597529,1.5297229290008545,5icuybbp
597541,1.5306782722473145,4vhawieh
597541,1.5128108263015747,x5bz8z33
597543,1.5234546661376953,5icuybbp
597548,1.5208483934402466,4vhawieh
597548,1.514581561088562,x5bz8z33
597562,1.5127623081207275,5icuybbp
597562,1.5325853824615479,x5bz8z33
597571,1.535624384880066,5icuybbp
597585,1.5135815143585205,4vhawieh
597585,1.5197583436965942,x5bz8z33
597588,1.5215057134628296,5icuybbp
597588,1.5303634405136108,x5bz8z33
597589,1.5127671957015991,5icuybbp
597589,1.550196886062622,x5bz8z33
597590,1.513184666633606,5icuybbp
597600,1.5331778526306152,4vhawieh
597600,1.5522985458374023,x5bz8z33
597605,1.5265939235687256,5icuybbp
597605,1.5720970630645752,x5bz8z33
597608,1.5293763875961304,5icuybbp
597621,1.5016742944717407,4vhawieh
597621,1.5279814004898071,x5bz8z33
597631,1.5331740379333496,5icuybbp
597635,1.5350183248519897,4vhawieh
597635,1.5191125869750977,x5bz8z33
597636,1.5210469961166382,5icuybbp
597645,1.5255128145217896,4vhawieh
597645,1.6701972484588623,iuxd2avq
597656,1.5214320421218872,4vhawieh
597656,1.5444741249084473,x5bz8z33
597664,1.5245258808135986,5icuybbp
597666,1.5264060497283936,4vhawieh
597666,1.516530990600586,x5bz8z33
597681,1.5132101774215698,5icuybbp
597681,1.516258955001831,x5bz8z33
597690,1.5208380222320557,5icuybbp
597698,1.5386173725128174,4vhawieh
597698,1.539137363433838,x5bz8z33
597710,1.5432772636413574,5icuybbp
597710,1.501046061515808,x5bz8z33
597726,1.5132461786270142,5icuybbp
597726,1.4993550777435303,x5bz8z33
597728,1.5072842836380005,5icuybbp
597738,1.5257248878479004,4vhawieh
597738,1.5364986658096313,x5bz8z33
597739,1.5155607461929321,5icuybbp
597741,1.5391870737075806,4vhawieh
597741,1.4981898069381714,x5bz8z33
597742,1.532173752784729,5icuybbp
597742,1.533371090888977,x5bz8z33
597751,1.5196452140808105,5icuybbp
597751,1.5080769062042236,x5bz8z33
597754,1.5312880277633667,5icuybbp
597754,1.5108946561813354,x5bz8z33
597758,1.5357812643051147,5icuybbp
597759,1.530684471130371,4vhawieh
597759,1.6736265420913696,iuxd2avq
597767,1.5337460041046143,4vhawieh
597767,1.6718391180038452,iuxd2avq
597778,1.5175715684890747,4vhawieh
597778,1.5081793069839478,x5bz8z33
597782,1.5283640623092651,5icuybbp
597789,1.5337616205215454,4vhawieh
597789,1.517143726348877,x5bz8z33
597795,1.5398048162460327,5icuybbp
597798,1.5470387935638428,4vhawieh
597798,1.5282576084136963,x5bz8z33
597806,1.5295579433441162,5icuybbp
597812,1.5215388536453247,4vhawieh
597812,1.5408614873886108,x5bz8z33
597817,1.507538080215454,5icuybbp
597827,1.5205053091049194,4vhawieh
597827,1.667855143547058,iuxd2avq
597853,1.56221604347229,4vhawieh
597853,1.5215349197387695,x5bz8z33
597854,1.5281062126159668,5icuybbp
597878,1.5154259204864502,4vhawieh
597878,1.5045748949050903,x5bz8z33
597900,1.5213162899017334,5icuybbp
597901,1.5244600772857666,4vhawieh
597901,1.6795098781585693,iuxd2avq
597912,1.5304062366485596,4vhawieh
597912,1.515716791152954,x5bz8z33
597915,1.5410786867141724,5icuybbp
597915,1.532731056213379,x5bz8z33
597917,1.532703161239624,5icuybbp
597917,1.4955775737762451,x5bz8z33
597932,1.5268065929412842,5icuybbp
597932,1.477778673171997,x5bz8z33
597961,1.513832449913025,5icuybbp
597961,1.51658034324646,x5bz8z33
597965,1.5241403579711914,5icuybbp
597967,1.526998519897461,4vhawieh
597967,1.6731913089752197,iuxd2avq
597971,1.4737216234207153,4vhawieh
597971,1.6587632894515991,iuxd2avq
597974,1.4802182912826538,4vhawieh
597974,1.6624540090560913,iuxd2avq
597978,1.5183229446411133,4vhawieh
597978,1.5111784934997559,x5bz8z33
597979,1.5371917486190796,5icuybbp
597981,1.5359374284744263,4vhawieh
597981,1.5212217569351196,x5bz8z33
597983,1.5279587507247925,5icuybbp
598002,1.4927862882614136,4vhawieh
598002,1.6598026752471924,iuxd2avq
598014,1.5189803838729858,4vhawieh
598014,1.526875376701355,x5bz8z33
598018,1.5041085481643677,5icuybbp
598018,1.5340404510498047,x5bz8z33
598024,1.5416721105575562,5icuybbp
598026,1.5087674856185913,4vhawieh
598026,1.6700974702835083,iuxd2avq
598052,1.5057673454284668,4vhawieh
598052,1.5077016353607178,x5bz8z33
598059,1.5053874254226685,5icuybbp
598066,1.5275681018829346,4vhawieh
598066,1.648461937904358,iuxd2avq
598086,1.5127763748168945,4vhawieh
598086,1.5091049671173096,x5bz8z33
598092,1.5080255270004272,5icuybbp
598092,1.5223232507705688,x5bz8z33
598093,1.5233486890792847,5icuybbp
598114,1.5294662714004517,4vhawieh
598114,1.663415789604187,iuxd2avq
598116,1.5272448062896729,4vhawieh
598116,1.5281999111175537,x5bz8z33
598130,1.5449519157409668,5icuybbp
598137,1.5135583877563477,4vhawieh
598137,1.5071557760238647,x5bz8z33
598141,1.5214402675628662,5icuybbp
598141,1.5120184421539307,x5bz8z33
598166,1.5285041332244873,5icuybbp
598167,1.4999797344207764,4vhawieh
598167,1.5257222652435303,x5bz8z33
598184,1.5534796714782715,5icuybbp
598184,1.4920203685760498,x5bz8z33
598190,1.516906499862671,5icuybbp
598190,1.502699375152588,x5bz8z33
598195,1.5077941417694092,5icuybbp
598198,1.5156736373901367,4vhawieh
598198,1.6607325077056885,iuxd2avq
598203,1.4824339151382446,4vhawieh
598203,1.500186800956726,x5bz8z33
598211,1.5425267219543457,5icuybbp
598225,1.514773964881897,4vhawieh
598225,1.5172393321990967,x5bz8z33
598231,1.5273178815841675,5icuybbp
598241,1.5245295763015747,4vhawieh
598241,1.638866662979126,iuxd2avq
598248,1.5351732969284058,4vhawieh
598248,1.5018423795700073,x5bz8z33
598256,1.5079270601272583,5icuybbp
598259,1.5176044702529907,4vhawieh
598259,1.6257497072219849,iuxd2avq
598263,1.5337774753570557,4vhawieh
598263,1.501462459564209,x5bz8z33
598267,1.528056263923645,5icuybbp
598267,1.500919222831726,x5bz8z33
598273,1.5270216464996338,5icuybbp
598273,1.515773892402649,x5bz8z33
598282,1.5186220407485962,5icuybbp
598303,1.5390874147415161,4vhawieh
598303,1.6537151336669922,iuxd2avq
598318,1.543060541152954,4vhawieh
598318,1.6875826120376587,iuxd2avq
598324,1.5017075538635254,4vhawieh
598324,1.6562957763671875,iuxd2avq
598329,1.4761813879013062,4vhawieh
598329,1.5192821025848389,x5bz8z33
598335,1.4987304210662842,5icuybbp
598372,1.5258762836456299,4vhawieh
598372,1.5100626945495605,x5bz8z33
598384,1.5177444219589233,5icuybbp
598391,1.5308852195739746,4vhawieh
598391,1.4943313598632812,x5bz8z33
598396,1.5127798318862915,5icuybbp
598414,1.4980473518371582,4vhawieh
598414,1.5292671918869019,x5bz8z33
598425,1.520934820175171,5icuybbp
598432,1.5266084671020508,4vhawieh
598432,1.665480136871338,iuxd2avq
598433,1.5144925117492676,4vhawieh
598433,1.481731653213501,x5bz8z33
598435,1.5281860828399658,5icuybbp
598435,1.5037413835525513,x5bz8z33
598442,1.5251778364181519,5icuybbp
598442,1.5142008066177368,x5bz8z33
598446,1.515511393547058,5icuybbp
598462,1.5209176540374756,4vhawieh
598462,1.6373257637023926,iuxd2avq
598464,1.4948577880859375,4vhawieh
598464,1.5114707946777344,x5bz8z33
598471,1.4989111423492432,5icuybbp
598471,1.5406454801559448,x5bz8z33
598475,1.5256321430206299,5icuybbp
598475,1.5244134664535522,x5bz8z33
598480,1.5012555122375488,5icuybbp
598491,1.5101954936981201,4vhawieh
598491,1.5036896467208862,x5bz8z33
598497,1.5069555044174194,5icuybbp
598503,1.5188825130462646,4vhawieh
598503,1.6354087591171265,iuxd2avq
598510,1.5242211818695068,4vhawieh
598510,1.678934931755066,iuxd2avq
598513,1.5266578197479248,4vhawieh
598513,1.4991892576217651,x5bz8z33
598515,1.508762240409851,5icuybbp
598517,1.5316330194473267,4vhawieh
598517,1.6494724750518799,iuxd2avq
598519,1.5224699974060059,4vhawieh
598519,1.6568964719772339,iuxd2avq
598521,1.5017400979995728,4vhawieh
598521,1.534345030784607,x5bz8z33
598522,1.5075584650039673,5icuybbp
598531,1.4955127239227295,4vhawieh
598531,1.489141821861267,x5bz8z33
598535,1.4969029426574707,5icuybbp
598543,1.5188146829605103,4vhawieh
598543,1.5171946287155151,x5bz8z33
598558,1.4907408952713013,5icuybbp
598558,1.5565361976623535,x5bz8z33
598565,1.5306107997894287,5icuybbp
598573,1.5134958028793335,4vhawieh
598573,1.5017682313919067,x5bz8z33
598576,1.4962693452835083,5icuybbp
598591,1.5142816305160522,4vhawieh
598591,1.4626209735870361,x5bz8z33
598612,1.4822171926498413,5icuybbp
598612,1.5076892375946045,x5bz8z33
598615,1.5137335062026978,5icuybbp
598624,1.5158343315124512,4vhawieh
598624,1.512215495109558,x5bz8z33
598638,1.5111899375915527,5icuybbp
598638,1.4938188791275024,x5bz8z33
598646,1.5176734924316406,5icuybbp
598646,1.4888582229614258,x5bz8z33
598664,1.4959321022033691,5icuybbp
598664,1.4976606369018555,x5bz8z33
598667,1.4975361824035645,5icuybbp
598669,1.5153114795684814,4vhawieh
598669,1.5069468021392822,x5bz8z33
598673,1.5104701519012451,5icuybbp
598678,1.518984079360962,4vhawieh
598678,1.4967058897018433,x5bz8z33
598690,1.5062741041183472,5icuybbp
598692,1.5299599170684814,4vhawieh
598692,1.644197702407837,iuxd2avq
598693,1.5055822134017944,4vhawieh
598693,1.4824389219284058,x5bz8z33
598694,1.510373592376709,5icuybbp
598712,1.4964324235916138,4vhawieh
598712,1.5161161422729492,x5bz8z33
598736,1.508628487586975,5icuybbp
598759,1.5238298177719116,4vhawieh
598759,1.5209903717041016,x5bz8z33
598780,1.4998162984848022,5icuybbp
598780,1.5237343311309814,x5bz8z33
598782,1.5012890100479126,5icuybbp
598782,1.4971768856048584,x5bz8z33
598795,1.5089155435562134,5icuybbp
598798,1.520866870880127,4vhawieh
598798,1.4874144792556763,x5bz8z33
598806,1.4981918334960938,5icuybbp
598813,1.492911458015442,4vhawieh
598813,1.6737501621246338,iuxd2avq
598815,1.4849753379821777,4vhawieh
598815,1.4897940158843994,x5bz8z33
598824,1.5246540307998657,5icuybbp
598824,1.4856007099151611,x5bz8z33
598835,1.5251226425170898,5icuybbp
598836,1.5254364013671875,4vhawieh
598836,1.548712968826294,x5bz8z33
598843,1.5257986783981323,5icuybbp
598843,1.5232648849487305,x5bz8z33
598844,1.4846113920211792,5icuybbp
598845,1.5195096731185913,4vhawieh
598845,1.5202699899673462,x5bz8z33
598853,1.5112873315811157,5icuybbp
598875,1.514787197113037,4vhawieh
598875,1.5166093111038208,x5bz8z33
598881,1.532332420349121,5icuybbp
598882,1.5024503469467163,4vhawieh
598882,1.5303233861923218,x5bz8z33
598894,1.4906529188156128,5icuybbp
598895,1.4903944730758667,4vhawieh
598895,1.5040675401687622,x5bz8z33
598896,1.5089921951293945,5icuybbp
598900,1.5139275789260864,4vhawieh
598900,1.4944761991500854,x5bz8z33
598902,1.5000312328338623,5icuybbp
598905,1.5041687488555908,4vhawieh
598905,1.5167547464370728,x5bz8z33
598909,1.4939424991607666,5icuybbp
598910,1.5094114542007446,4vhawieh
598910,1.511629581451416,x5bz8z33
598916,1.5097708702087402,5icuybbp
598921,1.4960651397705078,4vhawieh
598921,1.5047553777694702,x5bz8z33
598966,1.5008686780929565,5icuybbp
598966,1.4962842464447021,x5bz8z33
598980,1.5077192783355713,5icuybbp
599000,1.485167384147644,4vhawieh
599000,1.486574411392212,x5bz8z33
599031,1.5152077674865723,5icuybbp
599033,1.4729764461517334,4vhawieh
599033,1.5132752656936646,x5bz8z33
599038,1.504659652709961,5icuybbp
599042,1.5160973072052002,4vhawieh
599042,1.6696364879608154,iuxd2avq
599064,1.501899242401123,4vhawieh
599064,1.6333898305892944,iuxd2avq
599093,1.5104132890701294,4vhawieh
599093,1.5139838457107544,x5bz8z33
599103,1.5020781755447388,5icuybbp
599120,1.529622197151184,4vhawieh
599120,1.5038096904754639,x5bz8z33
599121,1.512447476387024,5icuybbp
599122,1.5291862487792969,4vhawieh
599122,1.4893406629562378,x5bz8z33
599128,1.4850908517837524,5icuybbp
599134,1.5011746883392334,4vhawieh
599134,1.6453287601470947,iuxd2avq
599149,1.5074255466461182,4vhawieh
599149,1.6416527032852173,iuxd2avq
599150,1.495028018951416,4vhawieh
599150,1.6283583641052246,iuxd2avq
599161,1.4984180927276611,4vhawieh
599161,1.4980878829956055,x5bz8z33
599180,1.514133095741272,5icuybbp
599180,1.4838722944259644,x5bz8z33
599186,1.4838552474975586,5icuybbp
599210,1.504591941833496,4vhawieh
599210,1.495286226272583,x5bz8z33
599214,1.5204421281814575,5icuybbp
599232,1.506585717201233,4vhawieh
599232,1.5014173984527588,x5bz8z33
599238,1.5006892681121826,5icuybbp
599238,1.5103126764297485,x5bz8z33
599242,1.498772382736206,5icuybbp
599246,1.4909100532531738,4vhawieh
599246,1.6471513509750366,iuxd2avq
599256,1.4665852785110474,4vhawieh
599256,1.5012750625610352,x5bz8z33
599258,1.4942691326141357,5icuybbp
599258,1.5037827491760254,x5bz8z33
599260,1.519313097000122,5icuybbp
599278,1.5160249471664429,4vhawieh
599278,1.4917752742767334,x5bz8z33
599283,1.4991085529327393,5icuybbp
599288,1.5173475742340088,4vhawieh
599288,1.524776816368103,x5bz8z33
599292,1.4975842237472534,5icuybbp
599298,1.4614083766937256,4vhawieh
599298,1.5213240385055542,x5bz8z33
599312,1.530637502670288,5icuybbp
599312,1.4957882165908813,x5bz8z33
599313,1.5101087093353271,5icuybbp
599329,1.4903637170791626,4vhawieh
599329,1.654146671295166,iuxd2avq
599338,1.511324405670166,4vhawieh
599338,1.4955418109893799,x5bz8z33
599347,1.5143877267837524,5icuybbp
599351,1.496030569076538,4vhawieh
599351,1.6471089124679565,iuxd2avq
599355,1.516890048980713,4vhawieh
599355,1.4982047080993652,x5bz8z33
599356,1.4861516952514648,5icuybbp
599356,1.506834626197815,x5bz8z33
599375,1.5088658332824707,5icuybbp
599378,1.5263862609863281,4vhawieh
599378,1.4650861024856567,x5bz8z33
599383,1.4763998985290527,5icuybbp
599386,1.486523151397705,4vhawieh
599386,1.499193549156189,x5bz8z33
599390,1.4998695850372314,5icuybbp
599390,1.4970136880874634,x5bz8z33
599393,1.520501971244812,5icuybbp
599393,1.5289125442504883,x5bz8z33
599395,1.485955834388733,5icuybbp
599398,1.5395795106887817,4vhawieh
599398,1.5200974941253662,x5bz8z33
599407,1.526666522026062,5icuybbp
599410,1.5084336996078491,4vhawieh
599410,1.492715835571289,x5bz8z33
599430,1.4919322729110718,5icuybbp
599430,1.523393988609314,x5bz8z33
599431,1.4888890981674194,5icuybbp
599431,1.4708502292633057,x5bz8z33
599449,1.5022635459899902,5icuybbp
599456,1.4916068315505981,4vhawieh
599456,1.6946090459823608,iuxd2avq
599465,1.4832501411437988,4vhawieh
599465,1.4935288429260254,x5bz8z33
599482,1.4834468364715576,5icuybbp
599482,1.4905858039855957,x5bz8z33
599483,1.5126240253448486,5icuybbp
599483,1.5441805124282837,x5bz8z33
599497,1.4911010265350342,5icuybbp
599497,1.5112643241882324,x5bz8z33
599499,1.5013071298599243,5icuybbp
599499,1.4886661767959595,x5bz8z33
599502,1.4959542751312256,5icuybbp
599505,1.4790321588516235,4vhawieh
599505,1.6460402011871338,iuxd2avq
599542,1.4996241331100464,4vhawieh
599542,1.4902353286743164,x5bz8z33
599563,1.5069950819015503,5icuybbp
599563,1.4958761930465698,x5bz8z33
599569,1.5078109502792358,5icuybbp
599573,1.487255573272705,4vhawieh
599573,1.5087634325027466,x5bz8z33
599598,1.4934475421905518,5icuybbp
599604,1.525394082069397,4vhawieh
599604,1.4798758029937744,x5bz8z33
599616,1.5163323879241943,5icuybbp
599616,1.4594471454620361,x5bz8z33
599619,1.5099434852600098,5icuybbp
599619,1.494978904724121,x5bz8z33
599620,1.51840078830719,5icuybbp
599623,1.4709676504135132,4vhawieh
599623,1.4961928129196167,x5bz8z33
599631,1.4850685596466064,5icuybbp
599633,1.4896039962768555,4vhawieh
599633,1.4851588010787964,x5bz8z33
599667,1.4763668775558472,5icuybbp
599667,1.4897007942199707,x5bz8z33
599668,1.5056029558181763,5icuybbp
599668,1.5000183582305908,x5bz8z33
599685,1.5108646154403687,5icuybbp
599695,1.4979664087295532,4vhawieh
599695,1.4860615730285645,x5bz8z33
599714,1.4972355365753174,5icuybbp
599714,1.5008416175842285,x5bz8z33
599715,1.5024614334106445,5icuybbp
599715,1.506155252456665,x5bz8z33
599726,1.4910001754760742,5icuybbp
