_step,train/CE loss,_segment
2,1.3302730321884155,tx9cibv8
19,1.3659889698028564,tx9cibv8
31,1.2311475276947021,tx9cibv8
48,1.333602786064148,tx9cibv8
54,1.3141732215881348,tx9cibv8
55,1.3093260526657104,tx9cibv8
56,1.3095976114273071,tx9cibv8
61,1.3027015924453735,tx9cibv8
63,1.3715691566467285,tx9cibv8
74,1.3597244024276733,tx9cibv8
82,1.2948756217956543,tx9cibv8
88,1.281151294708252,tx9cibv8
96,1.373512864112854,tx9cibv8
117,1.3622081279754639,tx9cibv8
122,1.3484596014022827,tx9cibv8
130,1.290261149406433,tx9cibv8
131,1.2782762050628662,tx9cibv8
152,1.3915815353393555,tx9cibv8
160,1.3065398931503296,tx9cibv8
163,1.2856863737106323,tx9cibv8
177,1.306619644165039,tx9cibv8
182,1.458627462387085,tx9cibv8
184,1.388556957244873,tx9cibv8
185,1.3823366165161133,tx9cibv8
189,1.3285822868347168,tx9cibv8
196,1.301615834236145,tx9cibv8
200,1.4062438011169434,tx9cibv8
224,1.46176278591156,tx9cibv8
228,1.4085960388183594,tx9cibv8
258,1.3954591751098633,tx9cibv8
262,1.4771244525909424,tx9cibv8
263,1.416359305381775,tx9cibv8
270,1.3601783514022827,tx9cibv8
274,1.3051674365997314,tx9cibv8
275,1.3587327003479004,tx9cibv8
280,1.3412526845932007,tx9cibv8
282,1.2497522830963135,tx9cibv8
284,1.2928122282028198,tx9cibv8
291,1.4080463647842407,tx9cibv8
295,1.300042986869812,tx9cibv8
303,1.385556936264038,tx9cibv8
314,1.3981398344039917,tx9cibv8
317,1.3931372165679932,tx9cibv8
322,1.2592353820800781,tx9cibv8
323,1.3377821445465088,tx9cibv8
331,1.368949294090271,tx9cibv8
332,1.317381739616394,tx9cibv8
344,1.3409219980239868,tx9cibv8
353,1.3121566772460938,tx9cibv8
361,1.2573398351669312,tx9cibv8
371,1.3633129596710205,tx9cibv8
378,1.4111275672912598,tx9cibv8
397,1.3012381792068481,tx9cibv8
406,1.4433937072753906,tx9cibv8
425,1.465481162071228,tx9cibv8
429,1.4006445407867432,tx9cibv8
430,1.3688169717788696,tx9cibv8
445,1.409765362739563,tx9cibv8
446,1.409245491027832,tx9cibv8
469,1.3239541053771973,tx9cibv8
480,1.383212685585022,tx9cibv8
491,1.3974356651306152,tx9cibv8
493,1.3552006483078003,tx9cibv8
502,1.2868552207946777,tx9cibv8
519,1.3811426162719727,tx9cibv8
524,1.3229646682739258,tx9cibv8
539,1.3894912004470825,tx9cibv8
542,1.2978591918945312,tx9cibv8
546,1.3542101383209229,tx9cibv8
548,1.3850117921829224,tx9cibv8
565,1.40047287940979,tx9cibv8
571,1.311172366142273,tx9cibv8
612,1.4276584386825562,tx9cibv8
614,1.2620410919189453,tx9cibv8
618,1.3742187023162842,tx9cibv8
623,1.3083062171936035,tx9cibv8
626,1.3866509199142456,tx9cibv8
638,1.34198796749115,tx9cibv8
643,1.3346680402755737,tx9cibv8
644,1.3179060220718384,tx9cibv8
650,1.4094898700714111,tx9cibv8
653,1.350830316543579,tx9cibv8
654,1.3952549695968628,tx9cibv8
677,1.3776297569274902,tx9cibv8
681,1.3507648706436157,tx9cibv8
693,1.3378335237503052,tx9cibv8
699,1.410403847694397,tx9cibv8
708,1.4165973663330078,tx9cibv8
714,1.407606601715088,tx9cibv8
721,1.383764624595642,tx9cibv8
730,1.3927733898162842,tx9cibv8
734,1.423511266708374,tx9cibv8
752,1.3733508586883545,tx9cibv8
757,1.2523200511932373,tx9cibv8
769,1.37677001953125,tx9cibv8
783,1.3706992864608765,tx9cibv8
791,1.3704279661178589,tx9cibv8
803,1.2737798690795898,tx9cibv8
837,1.3555221557617188,tx9cibv8
839,1.380266785621643,tx9cibv8
841,1.3348103761672974,tx9cibv8
847,1.3721684217453003,tx9cibv8
855,1.4283627271652222,tx9cibv8
868,1.3456391096115112,tx9cibv8
877,1.3441152572631836,tx9cibv8
884,1.3822945356369019,tx9cibv8
885,1.2981104850769043,tx9cibv8
904,1.339661955833435,tx9cibv8
905,1.4040387868881226,tx9cibv8
910,1.452660083770752,tx9cibv8
912,1.3970001935958862,tx9cibv8
920,1.3304837942123413,tx9cibv8
922,1.340653896331787,tx9cibv8
925,1.4068446159362793,tx9cibv8
928,1.3241453170776367,tx9cibv8
940,1.291621446609497,tx9cibv8
941,1.3277437686920166,tx9cibv8
946,1.4187352657318115,tx9cibv8
948,1.3251019716262817,tx9cibv8
972,1.491591453552246,tx9cibv8
982,1.3660486936569214,tx9cibv8
993,1.3637194633483887,tx9cibv8
998,1.4575920104980469,tx9cibv8
1001,1.320713758468628,tx9cibv8
1034,1.349802851676941,tx9cibv8
